idx,question,true_label,predicted_label,correct,score_yes,score_no,score_maybe,confidence_margin,generated_text,prompt_token_len,truncated,uncertain,parsed_from_text,is_parsable,text_label_match,margin_bucket,length_bucket
22,Living in an urban environment and non-communicable disease risk in Thailand: Does timing matter?,yes,yes,True,6.6082,4.6874,1.7405,1.9208,['yes / no / maybe'].,321,False,False,yes,True,True,1–2,<= 512 (normal)
23,"Laparoscopic-assisted ileocolic resections in patients with Crohn's disease: are abscesses, phlegmons, or recurrent disease contraindications?",no,yes,False,6.357,5.2836,2.7461,1.0734,['yes / no / maybe'].,522,False,False,yes,True,True,1–2,> 512 (long)
24,Does HER2 immunoreactivity provide prognostic information in locally advanced urothelial carcinoma patients receiving adjuvant M-VEC chemotherapy?,maybe,yes,False,6.9425,4.3489,2.2934,2.5937,['yes / no'].,504,False,False,yes,True,True,2–5,<= 512 (normal)
25,Do inhaled steroids differ from cromones in terms of hospital admission rates for asthma in children?,yes,yes,True,6.5102,5.1734,3.0266,1.3367,['yes / no / maybe'].,454,False,False,yes,True,True,1–2,<= 512 (normal)
26,Is vitamin D deficiency a feature of pediatric celiac disease?,no,yes,False,5.3803,4.1728,3.0646,1.2074,['yes / no / maybe'].,525,False,False,yes,True,True,1–2,> 512 (long)
27,Do parents recall and understand children's weight status information after BMI screening?,maybe,yes,False,7.3874,5.3539,1.4572,2.0334,['yes / no / maybe'].,564,False,False,yes,True,True,2–5,> 512 (long)
28,Is the covering of the resection margin after distal pancreatectomy advantageous?,no,yes,False,6.7976,5.3674,2.8562,1.4302,['yes / no / maybe'].,593,False,False,yes,True,True,1–2,> 512 (long)
29,Are patients with diabetes receiving the same message from dietitians and nurses?,no,yes,False,6.5582,4.6087,2.1026,1.9495,['yes / no / maybe'].,397,False,False,yes,True,True,1–2,<= 512 (normal)
30,Can patient coaching reduce racial/ethnic disparities in cancer pain control?,yes,yes,True,6.6083,5.1427,2.1527,1.4657,['yes / no / maybe / not'].,450,False,False,yes,True,True,1–2,<= 512 (normal)
31,Oral mucocele/ranula: Another human immunodeficiency virus-related salivary gland disease?,yes,yes,True,5.9744,4.5767,1.7464,1.3977,['yes / no / maybe'].,511,False,False,yes,True,True,1–2,<= 512 (normal)
32,"Knee extensor strength, dynamic stability, and functional ambulation: are they related in Parkinson's disease?",yes,yes,True,6.4635,4.0111,1.8287,2.4524,['yes / no / maybe'].,441,False,False,yes,True,True,2–5,<= 512 (normal)
33,Cardiogenic shock complicating acute myocardial infarction in elderly patients: does admission to a tertiary center improve survival?,no,yes,False,6.434,4.973,2.9427,1.461,['yes / no'].,484,False,False,yes,True,True,1–2,<= 512 (normal)
34,Hearing loss: an unknown complication of pre-eclampsia?,yes,yes,True,5.8389,3.9749,2.2717,1.864,['yes / no / maybe'].,418,False,False,yes,True,True,1–2,<= 512 (normal)
35,Does spontaneous remission occur in polyarteritis nodosa?,yes,no,False,5.3402,5.6905,2.3295,0.3503,['yes / no / maybe / maybe].,378,False,True,yes,True,False,< 1 (uncertain),<= 512 (normal)
36,Does use of hydrophilic guidewires significantly improve technical success rates of peripheral PTA?,maybe,yes,False,5.7752,4.3481,3.3256,1.427,['yes / no / maybe'].,448,False,False,yes,True,True,1–2,<= 512 (normal)
37,Does anastomotic leakage affect functional outcome after rectal resection for cancer?,no,yes,False,6.678,5.2302,2.8113,1.4478,['yes / no / maybe'].,366,False,False,yes,True,True,1–2,<= 512 (normal)
38,30-Day and 1-year mortality in emergency general surgery laparotomies: an area of concern and need for improvement?,maybe,yes,False,6.4675,4.429,2.0009,2.0385,['yes / no / maybe'].,437,False,False,yes,True,True,2–5,<= 512 (normal)
39,Is hypoalbuminemia an independent prognostic factor in patients with gastric cancer?,no,yes,False,6.3323,4.8598,2.6778,1.4725,['yes / no'].,404,False,False,yes,True,True,1–2,<= 512 (normal)
40,Diabetes mellitus among Swedish art glass workers--an effect of arsenic exposure?,no,yes,False,7.521,5.0178,2.8107,2.5032,['yes / no'].,465,False,False,yes,True,True,2–5,<= 512 (normal)
41,Is there a relationship between complex fractionated atrial electrograms recorded during atrial fibrillation and sinus rhythm fractionation?,no,yes,False,6.797,4.957,1.8505,1.84,['yes / no / maybe'].,454,False,False,yes,True,True,1–2,<= 512 (normal)
42,Does growth hormone replacement therapy reduce mortality in adults with growth hormone deficiency?,no,yes,False,7.6883,6.0904,2.9379,1.5979,['yes / no / maybe'].,462,False,False,yes,True,True,1–2,<= 512 (normal)
43,Is the breast best for children with a family history of atopy?,yes,yes,True,6.1331,4.6501,2.0693,1.4831,['yes / no / maybe'].,375,False,False,yes,True,True,1–2,<= 512 (normal)
44,Can progression of valvar aortic stenosis be predicted accurately?,yes,yes,True,7.5641,4.9142,2.9505,2.65,"['It was the right answer', '",442,False,False,unparsable,False,False,2–5,<= 512 (normal)
45,Does a well developed collateral circulation predispose to restenosis after percutaneous coronary intervention?,no,yes,False,7.9934,4.6715,2.033,3.3219,['yes / no / maybe'].,519,False,False,yes,True,True,2–5,> 512 (long)
46,"Regional anesthesia as compared with general anesthesia for surgery in geriatric patients with hip fracture: does it decrease morbidity, mortality, and health care costs?",no,yes,False,6.7238,4.5539,2.8815,2.17,['yes / no / maybe'].,466,False,False,yes,True,True,2–5,<= 512 (normal)
47,Does concomitant anterior/apical repair during midurethral sling improve the overactive bladder component of mixed incontinence?,no,yes,False,6.4278,5.0519,2.4476,1.376,['yes / no / maybe'].,572,False,False,yes,True,True,1–2,> 512 (long)
48,Is primary angioplasty an acceptable alternative to thrombolysis?,yes,yes,True,6.6527,4.9863,2.1689,1.6664,['yes / no / maybe'].,470,False,False,yes,True,True,1–2,<= 512 (normal)
49,Clinician assessment for acute chest syndrome in febrile patients with sickle cell disease: is it accurate enough?,no,yes,False,6.5843,5.2028,2.7448,1.3815,['yes / no / maybe'].,542,False,False,yes,True,True,1–2,> 512 (long)
50,Are tuberculosis patients adherent to prescribed treatments in China?,maybe,yes,False,5.5316,4.9006,3.3003,0.631,['yes / no / maybe'].,472,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
51,Can you deliver accurate tidal volume by manual resuscitator?,no,yes,False,6.7806,5.1307,2.6147,1.6499,['yes / no / maybe'].,446,False,False,yes,True,True,1–2,<= 512 (normal)
52,"Recovery Outcome Measures: Is There a Place for Culture, Attitudes, and Faith?",yes,yes,True,6.0585,4.0656,1.47,1.9929,['yes / no / maybe].,228,False,False,yes,True,True,1–2,<= 512 (normal)
53,Is dexamethasone an effective alternative to oral prednisone in the treatment of pediatric asthma exacerbations?,yes,yes,True,6.0668,4.87,2.2294,1.1968,['yes / no / maybe'].,388,False,False,yes,True,True,1–2,<= 512 (normal)
54,Is cytokeratin immunoreactivity useful in the diagnosis of short-segment Barrett's oesophagus in Korea?,yes,yes,True,6.1064,3.8947,2.641,2.2117,['yes / no / maybe'].,457,False,False,yes,True,True,2–5,<= 512 (normal)
55,Predicting admission at triage: are nurses better than a simple objective score?,yes,yes,True,7.0719,5.574,1.0425,1.498,['yes / no / maybe'].,501,False,False,yes,True,True,1–2,<= 512 (normal)
56,Is determination between complete and incomplete traumatic spinal cord injury clinically relevant?,maybe,yes,False,6.6398,4.3849,1.092,2.2549,"['A', 'B', 'C', 'D', 'E', 'F', 'I', '",626,False,False,unparsable,False,False,2–5,> 512 (long)
57,Is extended aortic replacement in acute type A dissection justifiable?,yes,yes,True,6.0489,4.8323,2.2467,1.2166,['yes / no / maybe'].,412,False,False,yes,True,True,1–2,<= 512 (normal)
58,The effect of an intracerebroventricular injection of metformin or AICAR on the plasma concentrations of melatonin in the ewe: potential involvement of AMPK?,yes,yes,True,5.2892,4.0712,2.2375,1.218,"['It is now': ['It is now]', 'It is now', 'It is now', 'It is",494,False,False,no,True,False,1–2,<= 512 (normal)
59,Does SYNTAX score predict in-hospital outcomes in patients with ST elevation myocardial infarction undergoing primary percutaneous coronary intervention?,yes,yes,True,6.4237,5.072,2.7473,1.3517,['yes / no'].,510,False,False,yes,True,True,1–2,<= 512 (normal)
60,Is motion perception deficit in schizophrenia a consequence of eye-tracking abnormality?,yes,yes,True,6.9931,4.5684,1.0473,2.4248,['yes / no / maybe].,425,False,False,yes,True,True,2–5,<= 512 (normal)
61,Do socioeconomic differences in mortality persist after retirement?,yes,yes,True,7.5627,4.9366,1.3986,2.6261,['yes / no / maybe'].,447,False,False,yes,True,True,2–5,<= 512 (normal)
62,Does angiotensin-converting enzyme-1 (ACE-1) gene polymorphism lead to chronic kidney disease among hypertensive patients?,yes,yes,True,5.033,4.3609,3.2261,0.6721,['yes / no / maybe'].,533,False,True,yes,True,True,< 1 (uncertain),> 512 (long)
63,Metastatic carcinoma to the cervical nodes from an unknown head and neck primary site: Is there a need for neck dissection?,no,yes,False,6.9208,5.0033,2.693,1.9175,['yes / no / maybe'].,519,False,False,yes,True,True,1–2,> 512 (long)
64,The influence of atmospheric pressure on aortic aneurysm rupture--is the diameter of the aneurysm important?,maybe,yes,False,6.195,4.7509,3.8274,1.4441,['yes / no / maybe'].,457,False,False,yes,True,True,1–2,<= 512 (normal)
65,Can EMS Providers Provide Appropriate Tidal Volumes in a Simulated Adult-sized Patient with a Pediatric-sized Bag-Valve-Mask?,yes,yes,True,6.7388,5.2052,3.2485,1.5336,['yes / no / maybe].,604,False,False,yes,True,True,1–2,> 512 (long)
66,Is the Distance Worth It?,yes,yes,True,7.6386,5.3539,1.8784,2.2847,['yes / no / maybe'].,643,False,False,yes,True,True,2–5,> 512 (long)
67,Is low birth weight a risk indicator for congenital cytomegalovirus infection?,no,yes,False,6.4443,4.8655,2.6152,1.5788,['yes / no / maybe'].,359,False,False,yes,True,True,1–2,<= 512 (normal)
68,Should ascitis volume and anthropometric measurements be estimated in hospitalized alcoholic cirrotics?,yes,yes,True,6.7321,4.9197,2.5877,1.8124,['yes / no / maybe'].,459,False,False,yes,True,True,1–2,<= 512 (normal)
69,Double reading of barium enemas: is it necessary?,no,yes,False,6.5902,4.8949,2.2532,1.6953,"['n', 'o'], 'Sensitivity and Specificity', 'Sensitivity and Specificity', 'Sensitivity and Specificity', 'Sensitivity",530,False,False,unparsable,False,False,1–2,> 512 (long)
70,Can static foot posture measurements predict regional plantar surface area?,yes,yes,True,7.5007,5.1543,2.1868,2.3464,['yes / no / maybe'].,366,False,False,yes,True,True,2–5,<= 512 (normal)
71,Biliary atresia: should all patients undergo a portoenterostomy?,no,yes,False,6.4593,5.0695,2.7055,1.3898,['yes / no / maybe'].,506,False,False,yes,True,True,1–2,<= 512 (normal)
72,Do family physicians know the costs of medical care?,no,yes,False,7.4351,5.7662,2.1072,1.6689,['yes / no / maybe'].,381,False,False,yes,True,True,1–2,<= 512 (normal)
73,Does the severity of obstructive sleep apnea predict patients requiring high continuous positive airway pressure?,maybe,yes,False,7.2549,4.3536,0.9945,2.9013,['yes / no / maybe'].,517,False,False,yes,True,True,2–5,> 512 (long)
74,"Marital status, living arrangement and mortality: does the association vary by gender?",yes,yes,True,6.9179,5.8532,2.994,1.0647,['yes / no / maybe'].,465,False,False,yes,True,True,1–2,<= 512 (normal)
75,Is there any relation between cervical cord plaques and discopathy in patients with multiple sclerosis?,yes,yes,True,5.5513,4.692,2.7633,0.8593,['yes / no / maybe / not'].,372,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
76,Does vaginal intraepithelial neoplasia have the same evolution as cervical intraepithelial neoplasia?,maybe,yes,False,5.9524,4.9154,2.8353,1.037,['yes / no / maybe'].,475,False,False,yes,True,True,1–2,<= 512 (normal)
77,Longer term quality of life and outcome in stroke patients: is the Barthel index alone an adequate measure of outcome?,yes,yes,True,8.0714,4.9879,2.0489,3.0836,['yes / no / no'].,571,False,False,yes,True,True,2–5,> 512 (long)
78,Is there any relationship between streptococcal infection and multiple sclerosis?,yes,yes,True,5.7581,3.9595,2.0514,1.7987,['yes / no / maybe / not'].,315,False,False,yes,True,True,1–2,<= 512 (normal)
79,It's Fournier's gangrene still dangerous?,yes,yes,True,5.7191,5.041,3.5839,0.6782,['yes / no / maybe / not'].,338,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
80,Is transurethral catheterisation the ideal method of bladder drainage?,no,yes,False,5.8306,4.2765,2.6184,1.5541,['yes / no / maybe'].,363,False,False,yes,True,True,1–2,<= 512 (normal)
81,Xanthogranulomatous cholecystitis: a premalignant condition?,no,yes,False,5.1635,4.4923,2.8505,0.6713,['yes / no / maybe'].,548,False,True,yes,True,True,< 1 (uncertain),> 512 (long)
82,Cancer of the buccal mucosa: are margins and T-stage accurate predictors of local control?,no,yes,False,6.7997,4.9011,2.4907,1.8986,"['n', 'o'], 'Probability _ yes / maybe', 'Probability _ yes / maybe',",521,False,False,unparsable,False,False,1–2,> 512 (long)
83,The nurse cystoscopist: a feasible option?,yes,yes,True,6.1796,4.3244,1.6082,1.8552,['yes / no / maybe'].,296,False,False,yes,True,True,1–2,<= 512 (normal)
84,Aripiprazole: a new risk factor for pathological gambling?,yes,yes,True,7.3968,5.4199,2.5772,1.9769,['yes / no / maybe'].,354,False,False,yes,True,True,1–2,<= 512 (normal)
85,Is withdrawal-induced anxiety in alcoholism based on beta-endorphin deficiency?,yes,yes,True,7.4752,5.0388,1.6695,2.4364,['yes / no / maybe].,555,False,False,yes,True,True,2–5,> 512 (long)
86,Is eligibility for a chemotherapy protocol a good prognostic factor for invasive bladder cancer after radical cystectomy?,yes,yes,True,7.352,4.6944,2.2428,2.6577,['yes / no / maybe'].,463,False,False,yes,True,True,2–5,<= 512 (normal)
87,Could ADMA levels in young adults born preterm predict an early endothelial dysfunction?,yes,yes,True,5.9967,4.1541,2.2688,1.8426,['yes / no / maybe'].,490,False,False,yes,True,True,1–2,<= 512 (normal)
88,Is there a favorable subset of patients with prostate cancer who develop oligometastases?,yes,yes,True,7.1382,4.5494,2.8694,2.5888,['yes / no'].,616,False,False,yes,True,True,2–5,> 512 (long)
89,Are IgM-enriched immunoglobulins an effective adjuvant in septic VLBW infants?,yes,yes,True,6.5463,4.8962,1.9613,1.65,['yes / no'].,453,False,False,yes,True,True,1–2,<= 512 (normal)
90,Does fluoridation reduce the use of dental services among adults?,maybe,yes,False,7.3659,4.8654,1.7465,2.5006,['The answer' yes' / 'maybe'].,482,False,False,yes,True,True,2–5,<= 512 (normal)
91,Is acute fibrinous and organizing pneumonia the expression of immune dysregulation?,yes,no,False,4.6302,5.7017,2.3078,1.0716,['yes / no / maybe / not'].,310,False,False,yes,True,False,1–2,<= 512 (normal)
92,Do foreign bodies migrate through the body towards the heart?,no,yes,False,5.15,4.7561,3.5071,0.3939,['yes / no / maybe / maybe].,355,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
93,Does the investing layer of the deep cervical fascia exist?,no,yes,False,4.8964,3.7414,2.3395,1.1551,"['The deep cervical fascia is not an investing layer of the superficial cervical plexus block has been the subject of controversy,'.",391,False,False,unparsable,False,False,1–2,<= 512 (normal)
94,Application of computer-aided diagnosis (CAD) in MR-mammography (MRM): do we really need whole lesion time curve distribution analysis?,no,yes,False,7.4082,4.6405,1.6032,2.7676,['yes / no / maybe'].,531,False,False,yes,True,True,2–5,> 512 (long)
95,Is trabecular bone related to primary stability of miniscrews?,yes,yes,True,5.8931,3.8486,2.0202,2.0444,['yes / no / maybe'].,467,False,False,yes,True,True,2–5,<= 512 (normal)
96,Risk factors for major depression during midlife among a community sample of women with and without prior major depression: are they the same or different?,no,yes,False,6.2575,5.1192,2.2676,1.1383,['yes / no / maybe'].,472,False,False,yes,True,True,1–2,<= 512 (normal)
97,Does pain intensity predict a poor opioid response in cancer patients?,no,yes,False,7.2686,5.5184,2.9266,1.7502,"['n', 'o'].",370,False,False,unparsable,False,False,1–2,<= 512 (normal)
98,Autoxidation products of both carbohydrates and lipids are increased in uremic plasma: is there oxidative stress in uremia?,yes,yes,True,6.5366,3.7551,2.4999,2.7815,['yes / no / maybe'].,508,False,False,yes,True,True,2–5,<= 512 (normal)
99,Can common carotid intima media thickness serve as an indicator of both cardiovascular phenotype and risk among black Africans?,yes,yes,True,5.793,4.063,2.3419,1.73,['yes / no / maybe'].,624,False,False,yes,True,True,1–2,> 512 (long)
100,Can communication with terminally ill patients be taught?,yes,yes,True,6.794,4.9579,2.0176,1.8361,['yes / no / maybe].,418,False,False,yes,True,True,1–2,<= 512 (normal)
101,Can teaching medical students to investigate medication errors change their attitudes towards patient safety?,yes,yes,True,5.5578,4.3186,0.4094,1.2392,['yes / no / maybe'].,359,False,False,yes,True,True,1–2,<= 512 (normal)
102,"Are lifetime prevalence of impetigo, molluscum and herpes infection really increased in children having atopic dermatitis?",maybe,yes,False,6.5721,4.5597,2.3429,2.0124,['yes / no / maybe'].,477,False,False,yes,True,True,2–5,<= 512 (normal)
103,Is a pressor necessary during aortic perfusion and oxygenation therapy of cardiac arrest?,yes,yes,True,5.8492,4.6169,3.0112,1.2322,['yes / no / maybe'].,560,False,False,yes,True,True,1–2,> 512 (long)
104,Assessing joint line positions by means of the contralateral knee: a new approach for planning knee revision surgery?,yes,yes,True,7.1186,5.331,1.8985,1.7876,['yes / no / maybe'].,391,False,False,yes,True,True,1–2,<= 512 (normal)
105,A patient with myelomeningocele: is untethering necessary prior to scoliosis correction?,no,yes,False,6.1927,5.1535,3.3752,1.0392,['yes / no / maybe'].,536,False,False,yes,True,True,1–2,> 512 (long)
106,Combining process indicators to evaluate quality of care for surgical patients with colorectal cancer: are scores consistent with short-term outcome?,maybe,yes,False,7.1496,5.3302,1.8453,1.8194,"['A', 'B', 'C', 'D', 'E', 'F', 'G'].",409,False,False,unparsable,False,False,1–2,<= 512 (normal)
107,Are Biochemical Markers of Bone Turnover Representative of Bone Histomorphometry in 370 Postmenopausal Women?,maybe,yes,False,5.1894,4.2816,1.1555,0.9078,['yes / no'].,573,False,True,yes,True,True,< 1 (uncertain),> 512 (long)
108,Acute hepatitis C in Israel: a predominantly iatrogenic disease?,yes,yes,True,5.4808,5.267,2.6346,0.2138,['yes / no / maybe'].,403,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
109,Affect-regulated exercise intensity: does training at an intensity that feels 'good' improve physical health?,yes,yes,True,6.7083,4.7386,0.9224,1.9698,['yes / no / maybe].,441,False,False,yes,True,True,1–2,<= 512 (normal)
110,Does desflurane alter left ventricular function when used to control surgical stimulation during aortic surgery?,no,yes,False,5.4315,4.15,1.4026,1.2815,['yes / no'].,629,False,False,yes,True,True,1–2,> 512 (long)
111,"Is there any evidence of a ""July effect"" in patients undergoing major cancer surgery?",no,yes,False,6.3743,4.8976,3.3629,1.4767,"['The July effect ""refers to the phenomenon of adverse impacts on patient care arising from the changeover in medical staff that takes place during this",446,False,False,unparsable,False,False,1–2,<= 512 (normal)
112,Can biofeedback training of psychophysiological responses enhance athletes' sport performance?,yes,yes,True,6.8205,4.526,2.0143,2.2945,['yes / no / maybe'].,572,False,False,yes,True,True,2–5,> 512 (long)
113,Can students' scores on preclerkship clinical performance examinations predict that they will fail a senior clinical performance examination?,yes,yes,True,7.4327,4.503,1.5445,2.9297,['yes / no / no'].,463,False,False,yes,True,True,2–5,<= 512 (normal)
114,Are acceptance rates of a national preventive home visit programme for older people socially imbalanced?,yes,yes,True,7.3668,5.4868,3.1592,1.88,['yes / no / maybe'].,492,False,False,yes,True,True,1–2,<= 512 (normal)
115,Are variations in the use of carotid endarterectomy explained by population Need?,no,yes,False,7.0764,5.5397,2.6954,1.5367,['yes / no / maybe / not'].,371,False,False,yes,True,True,1–2,<= 512 (normal)
116,Does the enteral feeding advancement affect short-term outcomes in very low birth weight infants?,yes,yes,True,6.7953,4.6823,1.5358,2.1129,['yes / no / maybe'].,482,False,False,yes,True,True,2–5,<= 512 (normal)
117,Do European people with type 1 diabetes consume a high atherogenic diet?,yes,yes,True,5.8913,4.9747,2.5966,0.9166,"['A', 'B', 'C', 'D', 'E', 'F', 'I', '",576,False,True,unparsable,False,False,< 1 (uncertain),> 512 (long)
118,Does managed care enable more low income persons to identify a usual source of care?,maybe,yes,False,8.0024,5.2116,1.3114,2.7908,['yes / no / maybe'].,434,False,False,yes,True,True,2–5,<= 512 (normal)
119,Pancreas retransplantation:  a second chance for diabetic patients?,yes,yes,True,7.2771,5.3238,3.0401,1.9533,['yes / no / maybe'].,468,False,False,yes,True,True,1–2,<= 512 (normal)
120,Eyelid-parotid metastasis: do we screen for coexisting masses?,yes,no,False,4.8603,5.2396,1.3503,0.3793,['yes'].,287,False,True,yes,True,False,< 1 (uncertain),<= 512 (normal)
121,Is a 9-month treatment sufficient in tuberculous enterocolitis?,yes,yes,True,5.1676,4.6874,2.561,0.4802,['yes / no / maybe'].,400,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
122,CYP2D6*4 allele and breast cancer risk: is there any association?,yes,yes,True,7.184,4.3968,3.271,2.7872,['yes / no / maybe / maybe'].,421,False,False,yes,True,True,2–5,<= 512 (normal)
123,Is there a relationship between rheumatoid arthritis and periodontal disease?,yes,yes,True,7.2615,4.5633,2.0609,2.6982,['yes / no / maybe'].,394,False,False,yes,True,True,2–5,<= 512 (normal)
124,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,yes,False,5.9266,4.5893,2.9967,1.3373,['yes / no / maybe'].,449,False,False,yes,True,True,1–2,<= 512 (normal)
125,Does TDP-43 type confer a distinct pattern of atrophy in frontotemporal lobar degeneration?,yes,yes,True,6.1553,4.3614,0.8072,1.794,['yes / no / maybe].,490,False,False,yes,True,True,1–2,<= 512 (normal)
126,Does maternal obesity have an influence on feeding behavior of obese children?,no,yes,False,7.0372,5.1532,2.7766,1.884,"['No', 'I'm not sure'].",423,False,False,no,True,False,1–2,<= 512 (normal)
127,Intravenous administration of metoclopramide by 2 min bolus vs 15 min infusion: does it affect the improvement of headache while reducing the side effects?,yes,yes,True,5.801,4.1212,2.9533,1.6798,['yes / no / maybe'].,507,False,False,yes,True,True,1–2,<= 512 (normal)
128,Are head and neck specific quality of life measures necessary?,yes,yes,True,5.6439,4.5574,1.3386,1.0865,['yes / no / maybe / not'].,426,False,False,yes,True,True,1–2,<= 512 (normal)
129,Can the condition of the cell microenvironment of mediastinal lymph nodes help predict the risk of metastases in non-small cell lung cancer?,yes,yes,True,6.2124,4.2658,2.3281,1.9466,['yes / no / maybe].,463,False,False,yes,True,True,1–2,<= 512 (normal)
130,Type II supracondylar humerus fractures: can some be treated nonoperatively?,yes,yes,True,6.6906,4.4643,2.1703,2.2263,['yes / no / maybe'].,499,False,False,yes,True,True,2–5,<= 512 (normal)
131,Delays in time to primary treatment after a diagnosis of breast cancer: does it impact survival?,no,yes,False,7.6107,5.6385,3.5975,1.9722,['yes / no / maybe'].,396,False,False,yes,True,True,1–2,<= 512 (normal)
132,Do instrumental activities of daily living predict dementia at 1- and 2-year follow-up?,yes,yes,True,7.1402,3.814,1.2482,3.3262,['yes / no / maybe'].,528,False,False,yes,True,True,2–5,> 512 (long)
133,Quaternary cytoreductive surgery in ovarian cancer: does surgical effort still matter?,yes,yes,True,6.121,4.5307,2.3762,1.5903,['yes / no'].,574,False,False,yes,True,True,1–2,> 512 (long)
