idx,question,true_label,predicted_label,correct,score_yes,score_no,score_maybe,confidence_margin,generated_text,prompt_token_len,truncated,uncertain,parsed_from_text,is_parsable,text_label_match,margin_bucket,length_bucket
14,Is endometrial polyp formation associated with increased expression of vascular endothelial growth factor and transforming growth factor-beta1?,yes,no,False,4.1577,7.4802,3.418,3.3225,VEGF and TGF-β1 are involved in the pathogenesis of endometrial polyp formation.,377,False,False,unparsable,False,False,2–5,<= 512 (normal)
15,Improvements in survival of gynaecological cancer in the Anglia region of England: are these an effect of centralisation of care and use of multidisciplinary management?,yes,no,False,3.3756,7.0823,2.9426,3.7067,"the survival rate for cases diagnosed between 1996 and 1999 was 76.6% (95% CI 74.5-78.5), compared with 75.6%",277,False,False,unparsable,False,False,2–5,<= 512 (normal)
16,Estimated fetal weight by ultrasound: a modifiable risk factor for cesarean delivery?,yes,no,False,6.9973,7.2891,4.8183,0.2917,"""If the fetus is large enough, then the mother should be delivered by CD.""",221,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
17,Are financial incentives cost-effective to support smoking cessation during pregnancy?,yes,no,False,5.4595,9.1569,4.3641,3.6974,£400 vouchers are not cost-effective.,386,False,False,no,True,True,2–5,<= 512 (normal)
18,Do adjuvant aromatase inhibitors increase the cardiovascular risk in postmenopausal women with early breast cancer?,yes,no,False,5.4414,8.4483,4.3091,3.0068,AIs do not increase the risk of CVAE in postmenopausal women with early breast cancer.,343,False,False,no,True,True,2–5,<= 512 (normal)
19,Is fear of anaphylactic shock discouraging surgeons from more widely adopting percutaneous and laparoscopic techniques in the treatment of liver hydatid cyst?,yes,no,False,4.5178,8.0599,4.05,3.5421,"""I would not use laparoscopy or percutaneous techniques for the treatment of liver hydatid cyst.""",178,False,False,no,True,True,2–5,<= 512 (normal)
20,Risk stratification in emergency surgical patients: is the APACHE II score a reliable marker of physiological impairment?,yes,no,False,5.0258,7.6254,4.3703,2.5996,APACHE II score is a reliable marker of physiological impairment in emergency surgical patients.,320,False,False,unparsable,False,False,2–5,<= 512 (normal)
21,Can Flexible Instruments Create Adequate Femoral Tunnel Lengths at 90° of Knee Flexion in Anterior Cruciate Ligament Reconstruction?,yes,no,False,2.7195,7.4941,5.1053,2.3888,the flexible reamer system can create adequate femoral tunnel lengths at 90 ° of knee flexion.,417,False,False,unparsable,False,False,2–5,<= 512 (normal)
22,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,no,False,1.5733,6.2944,4.0551,2.2394,mitochondria play a role in the remodelling of lace plant leaves during PCD.,373,False,False,unparsable,False,False,2–5,<= 512 (normal)
23,"""Occult"" posttraumatic lesions of the knee: can magnetic resonance substitute for diagnostic arthroscopy?",yes,no,False,3.209,8.8907,2.6752,5.6817,"bone bruise in 12 / 25 (48%), subchondral in 12 / 33 (36%) and osteochondral in 3 / 35 (8.6%",459,False,False,unparsable,False,False,> 5 (confident),<= 512 (normal)
24,Does Sensation Return to the Nasal Tip After Microfat Grafting?,yes,no,False,7.9014,8.8785,3.8248,0.977,"""The nasal tip sensation returned to normal.""",274,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
25,Do some U.S. states have higher/lower injury mortality rates than others?,yes,no,False,4.9201,6.4164,3.9689,1.4963,"""The road traffic deaths in the U.S. are higher in group 1 states than in group 2 states.""",181,False,False,unparsable,False,False,1–2,<= 512 (normal)
26,Hepatorenal syndrome: are we missing some prognostic factors?,yes,no,False,2.6973,7.5787,2.8053,4.7734,HRS associated with alcoholic liver disease is associated with a poor prognosis.,338,False,False,unparsable,False,False,2–5,<= 512 (normal)
27,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?",yes,no,False,2.3987,6.69,1.7656,4.2913,"""Major Gate Syndrome"" (MGS): a massive abdominal trauma with a high probability of death.",153,False,False,unparsable,False,False,2–5,<= 512 (normal)
28,Is EQ-5D a valid quality of life instrument in patients with acute coronary syndrome?,yes,no,False,5.6987,7.2315,2.8787,1.5328,"""I am very satisfied"" (β = 0.201; 95% CI: 0.114-0.248; p < 0.001), ""I am",283,False,False,unparsable,False,False,1–2,<= 512 (normal)
29,Is portable ultrasonography accurate in the evaluation of Schanz pin placement during extremity fracture fixation in austere environments?,yes,no,False,6.6639,8.0798,3.9491,1.416,"""There is no difference between the ultrasound and direct measurements of Schanz pin placement.""",280,False,False,no,True,True,1–2,<= 512 (normal)
30,Is grandmultiparity an independent risk factor for adverse perinatal outcomes?,yes,no,False,4.8558,7.4937,3.3653,2.6379,grandmultiparous women are at significantly higher risk for adverse perinatal outcomes than multiparous women 30 years or older.,286,False,False,unparsable,False,False,2–5,<= 512 (normal)
31,Does depression diagnosis and antidepressant prescribing vary by location?,yes,no,False,2.0126,8.1166,3.0985,5.0182,"for new diagnosis of depression Pakistani (OR 0.83, CI 0.73-0.94), Indian (OR 0.88, CI 0.79-0.98), Banglad",330,False,False,no,True,True,> 5 (confident),<= 512 (normal)
32,Learning needs of postpartum women: does socioeconomic status matter?,yes,no,False,5.0794,7.8465,3.9373,2.7672,"""I don't know what to do.""",339,False,False,no,True,True,2–5,<= 512 (normal)
33,Is there a differential in the dental health of new recruits to the British Armed Forces?,yes,no,False,4.6363,8.9723,2.4951,4.336,'There is no evidence that the dental health of new recruits to the British Armed Forces is different from that of recruits to the Royal Navy or,282,False,False,no,True,True,2–5,<= 512 (normal)
34,Do patients with rheumatoid arthritis established on methotrexate and folic acid 5 mg daily need to continue folic acid supplements long term?,yes,no,False,4.4359,8.6443,5.3271,3.3172,stopping FA supplementation in patients with RA established on methotrexate < 20 mg weekly and FA 5 mg daily may be associated with an increased incidence of nausea.,341,False,False,unparsable,False,False,2–5,<= 512 (normal)
35,Can teaching medical students to investigate medication errors change their attitudes towards patient safety?,yes,no,False,4.2615,6.1836,0.3601,1.9222,"'I am not sure' (n = 25), 'I am not sure' (n = 25), 'I am not sure'",221,False,False,no,True,True,1–2,<= 512 (normal)
36,Does a delay in transfer to a rehabilitation unit for older people affect outcome after fracture of the proximal femur?,yes,no,False,7.1564,8.441,5.4555,1.2846,"""There is no relationship between delay in transfer to a rehabilitation ward and outcome for patients aged over 75 years with fracture of the proximal femur.""",236,False,False,no,True,True,1–2,<= 512 (normal)
37,Are there gender differences in the reasons why African Americans delay in seeking medical help for symptoms of an acute myocardial infarction?,yes,no,False,3.1895,6.9549,3.6909,3.264,"""I don't know what to do"" (P = .01).",265,False,False,no,True,True,2–5,<= 512 (normal)
38,Does ambulatory process of care predict health-related quality of life outcomes for patients with chronic disease?,yes,yes,True,8.3277,7.5042,4.9888,0.8235,"""yes"" for the patient with the best quartile of process of care.",273,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
39,Is the combination with 2-methoxyestradiol able to reduce the dosages of chemotherapeutices in the treatment of human ovarian cancer?,yes,no,False,3.3933,8.1315,6.5362,1.5953,2ME is a promising candidate for the treatment of ovarian cancer.,222,False,False,unparsable,False,False,1–2,<= 512 (normal)
40,Does a dedicated discharge coordinator improve the quality of hospital discharge?,yes,no,False,8.5204,8.7212,5.2293,0.2008,'The discharge coordinator is a key element of the discharge planning process'.,344,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
41,Impact of MPH programs: contributing to health system strengthening in low- and middle-income countries?,yes,no,False,2.5137,6.8176,3.035,3.7826,the MPH programs have contributed to strengthening health systems in low- and middle-income countries.,472,False,False,unparsable,False,False,2–5,<= 512 (normal)
42,Pap smears with glandular cell abnormalities: Are they detected by rapid prescreening?,yes,no,False,2.6004,7.7088,1.8567,5.1084,"""The Pap smear with glandular cell abnormalities is not detected by RPS.""",331,False,False,unparsable,False,False,> 5 (confident),<= 512 (normal)
43,Can transcranial direct current stimulation be useful in differentiating unresponsive wakefulness syndrome from minimally conscious state patients?,yes,no,False,4.3522,7.4399,4.7349,2.705,"MCS patients should be treated with a-tDCS, whereas UWS patients should not.",261,False,False,unparsable,False,False,2–5,<= 512 (normal)
44,Is etoricoxib effective in preventing heterotopic ossification after primary total hip arthroplasty?,yes,no,False,6.6703,9.0908,5.1499,2.4204,"""Etoricoxib is effective in preventing heterotopic ossification after total hip arthroplasty.""",231,False,False,unparsable,False,False,2–5,<= 512 (normal)
45,Assessing Patient Reported Outcomes Measures via Phone Interviews Versus Patient Self-Survey in the Clinic: Are We Measuring the Same Thing?,yes,no,False,6.5235,8.0464,1.3269,1.5229,"""yes"" for ODI, ""no"" for VAS-BP, and ""yes"" for VAS-LP. """,522,False,False,yes,True,False,1–2,> 512 (long)
46,Can emergency physicians accurately and reliably assess acute vertigo in the emergency department?,yes,no,False,7.1224,8.0847,4.481,0.9623,"""yes"" for spontaneous nystagmus, ""no"" for directional preponderance, ""no"" for head impulse test and ""standiNG"" for gait.",374,False,True,yes,True,False,< 1 (uncertain),<= 512 (normal)
47,Proof of concept study: does fenofibrate have a role in sleep apnoea syndrome?,yes,no,False,7.0012,9.6518,5.1432,2.6505,fenofibrate has a role in the treatment of sleep apnoea syndrome.,454,False,False,no,True,True,2–5,<= 512 (normal)
48,Does implant coating with antibacterial-loaded hydrogel reduce bacterial colonization and biofilm formation in vitro?,yes,no,False,3.9905,7.7164,3.5185,3.7258,DAC hydrogel is able to deliver antibacterial compounds in vitro and in vivo.,275,False,False,unparsable,False,False,2–5,<= 512 (normal)
49,Does bone anchor fixation improve the outcome of percutaneous bladder neck suspension in female stress urinary incontinence?,yes,no,False,3.972,8.9706,4.2142,4.7564,"'No' in 12 (32%), 'Partial' in 18 (49%) and 'Complete' in four (11%).",299,False,False,no,True,True,2–5,<= 512 (normal)
50,Is leptin involved in phagocytic NADPH oxidase overactivity in obesity?,yes,no,False,4.4859,6.8374,4.0414,2.3515,leptin is involved in the development of oxidative stress and vascular remodeling in obesity.,301,False,False,unparsable,False,False,2–5,<= 512 (normal)
51,Can we predict which head and neck cancer survivors develop fears of recurrence?,yes,no,False,4.1808,7.2091,3.3066,3.0283,"""Fear of recurrence is not a problem"" (i.e., the patient is afraid of recurrence).",313,False,False,unparsable,False,False,2–5,<= 512 (normal)
52,Differentiation of nonalcoholic from alcoholic steatohepatitis: are routine laboratory markers useful?,yes,no,False,3.7426,7.9371,2.1322,4.1945,"AST / ALT ratio > 1, male sex, and MCV > 80 fl.",312,False,False,unparsable,False,False,2–5,<= 512 (normal)
53,Traumatic aortic injury: does the anatomy of the aortic arch influence aortic trauma severity?,yes,no,False,3.9764,7.8347,4.0832,3.7516,the aortic arch angle is a good predictor of the severity of aortic injury.,246,False,False,unparsable,False,False,2–5,<= 512 (normal)
54,The Prevalence of Incidentally Detected Idiopathic Misty Mesentery on Multidetector Computed Tomography: Can Obesity Be the Triggering Cause?,yes,no,False,0.9324,8.0157,4.4634,3.5523,"idiopathic misty mesentery appearance is a rare finding, but it is a common finding in obese patients.",292,False,False,unparsable,False,False,2–5,<= 512 (normal)
55,Fast foods - are they a risk factor for asthma?,yes,no,False,4.8625,8.7935,5.4123,3.3811,"""No.""",376,False,False,no,True,True,2–5,<= 512 (normal)
56,Assessment of appropriate antimicrobial prescribing: do experts agree?,yes,no,False,3.5306,7.7929,2.9728,4.2623,"""I am not sure.""",269,False,False,no,True,True,2–5,<= 512 (normal)
57,Pulmonary valve replacement in adults late after repair of tetralogy of fallot: are we operating too late?,yes,no,False,3.8258,8.185,4.3773,3.8076,PVR should be considered in patients with a pre-operative RVEF > or = 0.40.,329,False,False,unparsable,False,False,2–5,<= 512 (normal)
58,Is amoxapine an atypical antipsychotic?,yes,no,False,4.2371,7.4484,2.542,3.2113,amoxapine is an atypical antipsychotic.,208,False,False,unparsable,False,False,2–5,<= 512 (normal)
59,Do older patients who refuse to participate in a self-management intervention in the Netherlands differ from older patients who agree to participate?,yes,no,False,2.8555,7.5688,3.071,4.4977,"""I am not interested in the intervention.""",291,False,False,no,True,True,2–5,<= 512 (normal)
60,Is horizontal semicircular canal ocular reflex influenced by otolith organs input?,yes,no,False,5.6089,6.775,4.2372,1.1661,"""Horizontal canal ocular reflex is influenced by otolith organs input.""",189,False,False,unparsable,False,False,1–2,<= 512 (normal)
61,Preoperative tracheobronchoscopy in newborns with esophageal atresia: does it matter?,yes,no,False,3.3852,9.1127,2.4627,5.7275,"in type A, TBS is not necessary; in type B, it is mandatory to perform TBS to rule out a fistula; in type C, it",333,False,False,no,True,True,> 5 (confident),<= 512 (normal)
62,Is it appropriate to implant kidneys from elderly donors in young recipients?,yes,no,False,4.1548,8.2889,5.9183,2.3706,the results are not inferior to those obtained with kidneys from younger donors.,354,False,False,no,True,True,2–5,<= 512 (normal)
63,Is muscle power related to running speed with changes of direction?,yes,no,False,3.5069,7.6959,4.0189,3.6771,"""The leg with the greater power output is faster.""",251,False,False,unparsable,False,False,2–5,<= 512 (normal)
64,Stretch-sensitive KCNQ1 mutation A link between genetic and environmental factors in the pathogenesis of atrial fibrillation?,yes,no,False,3.1988,5.4253,2.4976,2.2265,The R14C mutation in KCNQ1 is a cause of AF in this family.,285,False,False,unparsable,False,False,2–5,<= 512 (normal)
65,Are pelvic anatomical structures in danger during arthroscopic acetabular labral repair?,yes,no,False,2.299,7.9637,2.114,5.6647,"the risk of perforation to the pelvic cavity is low, and the risk of perforation to the surrounding structures is low.",270,False,False,unparsable,False,False,> 5 (confident),<= 512 (normal)
66,Is intraoperative neuromonitoring associated with better functional outcome in patients undergoing open TME?,yes,no,False,6.4982,8.2335,3.4859,1.7354,IONM is associated with better urogenital and anorectal functional outcome in patients undergoing open TME.,272,False,False,unparsable,False,False,1–2,<= 512 (normal)
67,Profiling quality of care: Is there a role for peer review?,yes,no,False,6.0269,7.9175,2.2853,1.8906,"""The quality of care is better for patients with diabetes and hypertension than for patients with COPD or acute conditions.""",365,False,False,unparsable,False,False,1–2,<= 512 (normal)
68,Multidisciplinary decisions in breast cancer: does the patient receive what the team has recommended?,yes,no,False,2.3039,7.9574,2.7329,5.2245,"'no' for 493 (82.7%), 'justifiable' for 27 (4.6%), 'unjustifiable' for 11",249,False,False,no,True,True,> 5 (confident),<= 512 (normal)
69,Are performance measurement systems useful?,yes,no,False,4.5139,7.0747,1.8152,2.5607,"""The strategic use of PMS is a positive and significant predictor of the level of perceived managerial discretion.""",219,False,False,unparsable,False,False,2–5,<= 512 (normal)
70,The colour of pain: can patients use colour to describe osteoarthritis pain?,yes,no,False,6.381,7.3105,5.1529,0.9295,"'If you can use colour to describe your pain, then you can say that it is' red '.'",315,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
71,Do mossy fibers release GABA?,yes,no,False,2.9592,6.3208,1.7004,3.3616,mossy fibers release GABA.,271,False,False,unparsable,False,False,2–5,<= 512 (normal)
72,Is severe macrosomia manifested at 11-14 weeks of gestation?,yes,no,False,6.6559,7.6908,3.6046,1.0349,severe macrosomia is manifested at 11-14 weeks of gestation.,288,False,False,unparsable,False,False,1–2,<= 512 (normal)
73,Visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?,yes,no,False,4.7428,6.1164,3.607,1.3736,"""The VAT area at a slice 3 cm above the lower margin of L3 is the best predictor of changes in VAT volume and body weight.""",212,False,False,unparsable,False,False,1–2,<= 512 (normal)
74,Is an advance care planning model feasible in community palliative care?,yes,no,False,3.7433,6.1868,3.6596,2.4435,'The model is feasible'.,262,False,False,unparsable,False,False,2–5,<= 512 (normal)
75,Do cytokines have any role in epilepsy?,yes,no,False,4.0287,9.1781,3.8079,5.1493,"IL-6 (p = 0.001), IL-1beta (p = 0.001), IL-2 (p = 0.001), IL-4",468,False,False,unparsable,False,False,> 5 (confident),<= 512 (normal)
76,Is expert breast pathology assessment necessary for the management of ductal carcinoma in situ ?,yes,no,False,4.4381,9.216,4.0746,4.7779,"""There is no need for expert breast pathology assessment of DCIS.""",269,False,False,no,True,True,2–5,<= 512 (normal)
77,Treadmill testing of children who have spina bifida and are ambulatory: does peak oxygen uptake reflect maximum oxygen uptake?,yes,no,False,4.3594,7.8051,4.1749,3.4457,(.) Vo (2) peak is a true reflection of (.) Vo (2) max.,395,False,False,unparsable,False,False,2–5,<= 512 (normal)
78,Subclavian steal syndrome: can the blood pressure difference between arms predict the severity of steal?,yes,no,False,4.5771,8.4621,3.7025,3.885,"complete reversal, systolic deceleration, or alternating flow.",352,False,False,unparsable,False,False,2–5,<= 512 (normal)
79,Is size-reducing ascending aortoplasty with external reinforcement an option in modern aortic surgery?,yes,no,False,1.8977,8.477,3.9581,4.5189,size-reducing ascending aortoplasty with external reinforcement is an option in modern aortic surgery.,313,False,False,unparsable,False,False,2–5,<= 512 (normal)
80,Is digoxin use for cardiovascular disease associated with risk of prostate cancer?,yes,no,False,6.4246,8.7041,4.7581,2.2795,"""There is no association between digoxin use and PCa risk.""",287,False,False,no,True,True,2–5,<= 512 (normal)
81,Screening for gestational diabetes mellitus: are the criteria proposed by the international association of the Diabetes and Pregnancy Study Groups cost-effective?,yes,no,False,5.4695,9.7129,0.9142,4.2435,"""The IADPSG criteria are cost-effective"" (ICER < $50,000 / QALY).",342,False,False,unparsable,False,False,2–5,<= 512 (normal)
82,Does a 4 diagram manual enable laypersons to operate the Laryngeal Mask Supreme®?,yes,no,False,4.1664,7.4256,3.3638,3.2592,"""The LMAS is inserted correctly"" in 96.7% of the cases.",376,False,False,unparsable,False,False,2–5,<= 512 (normal)
83,Is laparoscopic reoperation for failed antireflux surgery feasible?,yes,no,False,3.7011,8.688,3.0256,4.9869,laparoscopic reoperation for failed antireflux surgery is feasible.,519,False,False,unparsable,False,False,2–5,> 512 (long)
84,The Omega-3 Index: a new risk factor for death from coronary heart disease?,yes,no,False,4.1456,7.4874,5.094,2.3934,"""The Omega-3 Index is a new risk factor for death from CHD.""",254,False,False,unparsable,False,False,2–5,<= 512 (normal)
85,Do cytokine concentrations in pancreatic juice predict the presence of pancreatic diseases?,yes,no,False,4.6679,9.2816,2.1759,4.6137,"interleukin-8 > or = 100 pg / mL (sensitivity, 76.9%; specificity, 76.9%), interleukin-6 > or =",299,False,False,unparsable,False,False,2–5,<= 512 (normal)
86,Factors determining the survival of nasopharyngeal carcinoma with lung metastasis alone: does combined modality treatment benefit?,yes,no,False,4.4847,7.5282,3.8079,3.0435,"combined therapy might benefit the patients with DFI > 1 year, but not those with DFI ≤ 1 year.",314,False,False,unparsable,False,False,2–5,<= 512 (normal)
87,Is minimally invasive mitral valve repair with artificial chords reproducible and applicable in routine surgery?,yes,no,False,4.0319,8.662,3.6832,4.6302,minimally invasive mitral repair with artificial chords is reproducible and applicable in routine surgery.,317,False,False,unparsable,False,False,2–5,<= 512 (normal)
88,Does receipt of hospice care in nursing homes improve the management of pain at the end of life?,yes,no,False,5.9362,7.4197,3.8004,1.4835,"""Do not receive analgesics for daily pain?""",465,False,False,no,True,True,1–2,<= 512 (normal)
89,Is intensive chemotherapy safe for rural cancer patients?,yes,no,False,3.7882,9.3705,2.7173,5.5823,no difference in the safety of intensive chemotherapy regimens for rural and urban patients.,310,False,False,no,True,True,> 5 (confident),<= 512 (normal)
90,Is the urinary biomarkers assessment a non-invasive approach to tubular lesions of the solitary kidney?,yes,no,False,2.7931,7.8151,4.5533,3.2618,"NAG > 5 U / L, urinary alpha 1-microglobulin > 5 mg / L, urinary albumin > 30 mg / L, eGFR < 60 mL",364,False,False,unparsable,False,False,2–5,<= 512 (normal)
91,Does open access endoscopy close the door to an adequately informed patient?,yes,no,False,5.5435,7.5835,4.9987,2.04,"""I am not sure.""",307,False,False,no,True,True,2–5,<= 512 (normal)
92,Do viral infections have a role in benign paroxysmal positional vertigo?,yes,no,False,4.9668,7.6981,3.7932,2.7314,"HSV1, herpes zoster, adenovirus, influenza, parainfluenza virus, and CMV.",223,False,False,unparsable,False,False,2–5,<= 512 (normal)
93,Does reducing spasticity translate into functional benefit?,yes,yes,True,9.4517,8.7555,6.042,0.6962,"""There is a relationship between spasticity and functional improvement.""",332,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
94,Is the Retromandibular Transparotid Approach a Reliable Option for the Surgical Treatment of Condylar Fractures?,yes,no,False,3.6706,9.5599,1.9809,5.8893,the retromandibular transparotid approach is a reliable option for the surgical treatment of condylar fractures.,243,False,False,unparsable,False,False,> 5 (confident),<= 512 (normal)
95,Do ventricular arrhythmias in athletes subside over time?,yes,no,False,2.416,8.1857,2.7026,5.483,the athletes with ventricular arrhythmias during an exercise test had a significantly lower peak heart rate during their initial exercise test than the athletes without ventricular arrhythmias (P =,309,False,False,unparsable,False,False,> 5 (confident),<= 512 (normal)
96,Are complex coronary lesions more frequent in patients with diabetes mellitus?,yes,no,False,3.3911,7.5225,3.1511,4.1314,the prevalence of complex coronary lesions is significantly greater in diabetics than in nondiabetics.,342,False,False,unparsable,False,False,2–5,<= 512 (normal)
97,Can dogs prime autistic children for therapy?,yes,no,False,6.0653,6.9343,1.3355,0.869,the dog can be considered a positive stimulus for the participant.,283,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
98,Quality of life in lung cancer patients: does socioeconomic status matter?,yes,no,False,6.2013,8.7908,4.7564,2.5895,"'No' for physical mobility (P = 0.01), role functioning (P = 0.01), physical functioning (P = 0.01), and breath",311,False,False,no,True,True,2–5,<= 512 (normal)
99,Is there a model to teach and practice retroperitoneoscopic nephrectomy?,yes,no,False,5.2369,7.2828,1.924,2.0459,"""The model is a good training model for RPN.""",268,False,False,unparsable,False,False,2–5,<= 512 (normal)
100,Is the type of remission after a major depressive episode an important risk factor to relapses in a 4-year follow up?,yes,no,False,5.8345,7.7463,5.428,1.9118,"""The number of previous depressive episodes"" (p = 0.001), ""the intensity of clinical symptoms"" (p = 0.001), ""the age",240,False,False,unparsable,False,False,1–2,<= 512 (normal)
101,Implementation of epidural analgesia for labor: is the standard of effective analgesia reachable in all women?,yes,no,False,3.6862,7.7557,2.3856,4.0696,"""I don't know"" in cluster 1 (n = 523) and ""I don't know"" in cluster 2 (n = 523",312,False,False,no,True,True,2–5,<= 512 (normal)
102,Longer term quality of life and outcome in stroke patients: is the Barthel index alone an adequate measure of outcome?,yes,no,False,6.5948,8.3721,3.1349,1.7773,"""I am not able to do anything I can do.""",374,False,False,no,True,True,1–2,<= 512 (normal)
103,Does a special interest in laparoscopy affect the treatment of acute cholecystitis?,yes,no,False,6.1026,7.8618,3.982,1.7592,"LS group, n = 48 (100%); GS group, n = 122 (99%).",331,False,False,unparsable,False,False,1–2,<= 512 (normal)
104,Do older adults with cancer fall more often?,yes,no,False,7.2629,8.2693,5.5916,1.0064,"""There is no difference in fall rates between older adults with and without cancer.""",274,False,False,no,True,True,1–2,<= 512 (normal)
105,Two-year follow-up survey of patients with allergic contact dermatitis from an occupational cohort: is the prognosis dependent on the omnipresence of the allergen?,yes,no,False,3.6085,7.3895,1.9799,3.781,"""No.""",284,False,False,no,True,True,2–5,<= 512 (normal)
106,Is there a favorable subset of patients with prostate cancer who develop oligometastases?,yes,no,False,5.1912,8.4149,5.7063,2.7086,< or = 5 lesions are favorable prognostic factors for prostate cancer patients who develop oligometastases.,437,False,False,unparsable,False,False,2–5,<= 512 (normal)
107,Does radiotherapy around the time of pregnancy for Hodgkin's disease modify the risk of breast cancer?,yes,no,False,6.137,7.9652,3.407,1.8282,"""Pregnancy around the time of RT for Hodgkin's disease increases the risk of breast cancer.""",363,False,False,unparsable,False,False,1–2,<= 512 (normal)
108,Does left atrial appendage (LAA) occlusion device alter the echocardiography and electrocardiogram parameters in patients with atrial fibrillation?,yes,no,False,3.1204,8.0185,3.9126,4.106,"the device may cause a slight and measureable movement of QRS electric axis, but it does not affect the heart rate and the mean-mean QT interval",272,False,False,unparsable,False,False,2–5,<= 512 (normal)
109,Is non-invasive diagnosis of esophageal varices in patients with compensated hepatic cirrhosis possible by duplex Doppler ultrasonography?,yes,no,False,3.7459,9.6644,3.5826,5.9184,"SPI ≥ 5.0, negative predictive value (NPV) = 100%, sensitivity = 96%, specificity = 82%.",431,False,False,unparsable,False,False,> 5 (confident),<= 512 (normal)
