idx,question,true_label,predicted_label,correct,score_yes,score_no,score_maybe,confidence_margin,generated_text,prompt_token_len,truncated,uncertain,parsed_from_text,is_parsable,text_label_match,margin_bucket,length_bucket
10,Ultrasound in squamous cell carcinoma of the penis; a useful addition to clinical staging?,yes,yes,True,15.1889,14.6589,13.3231,0.53,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,219,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
11,Can third trimester ultrasound predict the presentation of the first twin at delivery?,yes,yes,True,15.8301,15.6114,14.1248,0.2187,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,209,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
12,Is micro-computed tomography reliable to determine the microstructure of the maxillary alveolar bone?,yes,yes,True,15.0914,14.4731,13.5993,0.6183,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,296,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
13,Is primary angioplasty an acceptable alternative to thrombolysis?,yes,yes,True,16.3623,16.1741,14.0328,0.1882,yes / no / maybe yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes /,278,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
14,Is endometrial polyp formation associated with increased expression of vascular endothelial growth factor and transforming growth factor-beta1?,yes,yes,True,15.8148,15.1119,13.363,0.7029,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,369,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
15,Improvements in survival of gynaecological cancer in the Anglia region of England: are these an effect of centralisation of care and use of multidisciplinary management?,yes,no,False,16.3539,16.8004,15.3492,0.4466,no yes / yes: yes / no: yes / no.,269,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
16,Estimated fetal weight by ultrasound: a modifiable risk factor for cesarean delivery?,yes,no,False,17.7098,17.7199,16.1285,0.0102,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,213,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
17,Are financial incentives cost-effective to support smoking cessation during pregnancy?,yes,yes,True,16.5834,15.5744,14.9727,1.009,yes / no / maybe yes / no / maybe no / yes / yes / yes / yes / yes / yes / yes / yes /,378,False,False,yes,True,True,1–2,<= 512 (normal)
18,Do adjuvant aromatase inhibitors increase the cardiovascular risk in postmenopausal women with early breast cancer?,yes,yes,True,17.1633,16.3995,14.8762,0.7638,yes / no / maybe yes / no.,335,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
19,Is fear of anaphylactic shock discouraging surgeons from more widely adopting percutaneous and laparoscopic techniques in the treatment of liver hydatid cyst?,yes,yes,True,15.7583,15.515,15.1924,0.2433,yes / no / maybe yes / no / maybe no / yes / no / yes / yes / yes / yes / yes / yes /,170,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
20,Risk stratification in emergency surgical patients: is the APACHE II score a reliable marker of physiological impairment?,yes,yes,True,16.0835,15.3051,13.9842,0.7784,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,312,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
21,Can Flexible Instruments Create Adequate Femoral Tunnel Lengths at 90° of Knee Flexion in Anterior Cruciate Ligament Reconstruction?,yes,yes,True,15.2196,14.6146,14.2225,0.605,yes / no / maybe yes / no.,409,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
22,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,yes,True,15.2612,14.4793,13.6216,0.7819,yes / no / maybe yes / maybe yes / maybe yes / maybe yes / maybe yes / maybe yes / maybe,365,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
23,"""Occult"" posttraumatic lesions of the knee: can magnetic resonance substitute for diagnostic arthroscopy?",yes,yes,True,15.3046,15.0414,14.0671,0.2632,yes / no / maybe yes / no / maybe no / yes / no / yes / yes / yes / yes / yes / yes /,451,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
24,Does Sensation Return to the Nasal Tip After Microfat Grafting?,yes,yes,True,15.0238,14.7559,13.8517,0.2679,yes / no / maybe yes / no / yes / no / yes / yes / no / yes / yes / no / yes / yes /,266,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
25,Do some U.S. states have higher/lower injury mortality rates than others?,yes,yes,True,16.4975,14.2376,14.2935,2.204,yes / no / maybe yes / no.,173,False,False,yes,True,True,2–5,<= 512 (normal)
26,Hepatorenal syndrome: are we missing some prognostic factors?,yes,no,False,15.0179,15.254,13.5109,0.2361,no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,330,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
27,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?",yes,yes,True,15.1655,14.369,14.7877,0.3778,yes / no / maybe.,145,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
28,Is EQ-5D a valid quality of life instrument in patients with acute coronary syndrome?,yes,yes,True,18.6535,18.1289,15.5057,0.5246,yes / no / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,275,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
29,Is portable ultrasonography accurate in the evaluation of Schanz pin placement during extremity fracture fixation in austere environments?,yes,yes,True,15.4451,14.7413,13.8984,0.7039,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,272,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
30,Is grandmultiparity an independent risk factor for adverse perinatal outcomes?,yes,yes,True,17.8924,17.4219,16.0788,0.4705,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes yes yes yes yes yes,278,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
31,Does depression diagnosis and antidepressant prescribing vary by location?,yes,yes,True,16.5754,16.5476,15.6279,0.0279,yes / no / maybe yes / no.,322,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
32,Learning needs of postpartum women: does socioeconomic status matter?,yes,yes,True,17.1319,16.8727,15.5453,0.2593,yes / no / maybe / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes,331,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
33,Is there a differential in the dental health of new recruits to the British Armed Forces?,yes,yes,True,16.6307,16.5394,15.3031,0.0913,yes / no / maybe / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes,274,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
34,Do patients with rheumatoid arthritis established on methotrexate and folic acid 5 mg daily need to continue folic acid supplements long term?,yes,no,False,15.6374,15.9715,14.9143,0.334,no yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes,333,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
35,Can teaching medical students to investigate medication errors change their attitudes towards patient safety?,yes,yes,True,15.7567,15.3103,14.8382,0.4464,yes / no / maybe / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes,213,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
36,Does a delay in transfer to a rehabilitation unit for older people affect outcome after fracture of the proximal femur?,yes,yes,True,16.4186,16.3085,14.7903,0.1101,yes / no / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes yes yes yes,228,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
37,Are there gender differences in the reasons why African Americans delay in seeking medical help for symptoms of an acute myocardial infarction?,yes,no,False,16.0002,16.1273,15.1804,0.1271,no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,257,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
38,Does ambulatory process of care predict health-related quality of life outcomes for patients with chronic disease?,yes,yes,True,17.7371,16.9386,15.5026,0.7985,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,265,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
39,Is the combination with 2-methoxyestradiol able to reduce the dosages of chemotherapeutices in the treatment of human ovarian cancer?,yes,yes,True,15.2214,14.4524,13.8218,0.769,yes / no / maybe yes / no / maybe no / yes / no / yes / yes / yes / yes / yes / yes /,214,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
40,Does a dedicated discharge coordinator improve the quality of hospital discharge?,yes,no,False,15.7618,15.9456,14.5961,0.1838,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,336,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
41,Impact of MPH programs: contributing to health system strengthening in low- and middle-income countries?,yes,yes,True,16.2337,14.8604,14.8046,1.3732,yes / no / maybe / maybe / yes / maybe / yes / maybe / yes / yes / yes / yes / yes /,464,False,False,yes,True,True,1–2,<= 512 (normal)
42,Pap smears with glandular cell abnormalities: Are they detected by rapid prescreening?,yes,no,False,15.3372,15.4825,13.9665,0.1453,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,323,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
43,Can transcranial direct current stimulation be useful in differentiating unresponsive wakefulness syndrome from minimally conscious state patients?,yes,yes,True,14.7889,14.0921,13.5695,0.6968,yes / no / maybe yes / no.,253,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
44,Is etoricoxib effective in preventing heterotopic ossification after primary total hip arthroplasty?,yes,no,False,15.635,15.9397,15.1472,0.3047,no yes / no yes / maybe yes / no yes / no yes / no yes / no yes yes yes yes yes yes yes yes yes yes,223,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
45,Assessing Patient Reported Outcomes Measures via Phone Interviews Versus Patient Self-Survey in the Clinic: Are We Measuring the Same Thing?,yes,yes,True,17.5874,17.0551,14.832,0.5323,yes / no / maybe / no / yes / no / yes / yes / no / yes / yes / no / yes / yes / no,514,False,True,yes,True,True,< 1 (uncertain),> 512 (long)
46,Can emergency physicians accurately and reliably assess acute vertigo in the emergency department?,yes,yes,True,16.9365,16.3302,15.2289,0.6063,yes / no / maybe yes / no / yes / no / yes / no / yes / no / yes / no / yes / no /,366,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
47,Proof of concept study: does fenofibrate have a role in sleep apnoea syndrome?,yes,yes,True,15.6969,15.2082,14.673,0.4887,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,446,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
48,Does implant coating with antibacterial-loaded hydrogel reduce bacterial colonization and biofilm formation in vitro?,yes,yes,True,15.1814,14.4404,13.8756,0.741,yes / no / maybe yes / no.,267,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
49,Does bone anchor fixation improve the outcome of percutaneous bladder neck suspension in female stress urinary incontinence?,yes,yes,True,15.1656,14.9776,14.023,0.188,yes / no / maybe yes / no / maybe yes / no / maybe yes / no / yes / no / yes / yes /,291,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
50,Is leptin involved in phagocytic NADPH oxidase overactivity in obesity?,yes,yes,True,16.1162,14.564,13.5183,1.5522,yes / no / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,293,False,False,yes,True,True,1–2,<= 512 (normal)
51,Can we predict which head and neck cancer survivors develop fears of recurrence?,yes,yes,True,16.4454,16.2446,15.4154,0.2008,yes / no / maybe yes / no / maybe no / yes / yes / yes / yes / yes / yes / yes / yes /,305,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
52,Differentiation of nonalcoholic from alcoholic steatohepatitis: are routine laboratory markers useful?,yes,yes,True,15.9202,15.8682,13.1914,0.052,yes / no / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,304,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
53,Traumatic aortic injury: does the anatomy of the aortic arch influence aortic trauma severity?,yes,yes,True,15.9052,15.383,14.1225,0.5222,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,238,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
54,The Prevalence of Incidentally Detected Idiopathic Misty Mesentery on Multidetector Computed Tomography: Can Obesity Be the Triggering Cause?,yes,yes,True,16.0677,15.9913,14.8464,0.0763,yes / no / maybe yes / no.,284,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
55,Fast foods - are they a risk factor for asthma?,yes,no,False,16.2152,16.3858,14.8367,0.1706,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,368,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
56,Assessment of appropriate antimicrobial prescribing: do experts agree?,yes,yes,True,16.9017,16.6938,15.2219,0.208,yes / no / maybe / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes,261,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
57,Pulmonary valve replacement in adults late after repair of tetralogy of fallot: are we operating too late?,yes,yes,True,15.2516,15.2236,13.8317,0.028,yes / no / maybe yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes /,321,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
58,Is amoxapine an atypical antipsychotic?,yes,yes,True,15.7878,14.8159,13.668,0.972,yes / no / maybe yes / maybe yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,200,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
59,Do older patients who refuse to participate in a self-management intervention in the Netherlands differ from older patients who agree to participate?,yes,maybe,False,16.0284,15.6014,16.0903,0.0619,maybe yes / no / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes /,283,False,True,maybe,True,True,< 1 (uncertain),<= 512 (normal)
60,Is horizontal semicircular canal ocular reflex influenced by otolith organs input?,yes,yes,True,14.3095,13.2957,13.1152,1.0139,yes / no / maybe yes / maybe no.,181,False,False,yes,True,True,1–2,<= 512 (normal)
61,Preoperative tracheobronchoscopy in newborns with esophageal atresia: does it matter?,yes,yes,True,14.7148,14.3674,12.6735,0.3474,yes / no / maybe yes / no.).,325,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
62,Is it appropriate to implant kidneys from elderly donors in young recipients?,yes,yes,True,15.8252,15.4656,14.5869,0.3596,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,346,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
63,Is muscle power related to running speed with changes of direction?,yes,yes,True,15.2266,15.0648,14.7134,0.1618,yes / no / maybe yes / no.,243,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
64,Stretch-sensitive KCNQ1 mutation A link between genetic and environmental factors in the pathogenesis of atrial fibrillation?,yes,yes,True,15.5265,14.6214,13.498,0.9051,yes / no / maybe yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,277,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
65,Are pelvic anatomical structures in danger during arthroscopic acetabular labral repair?,yes,yes,True,15.164,14.8762,13.3434,0.2878,yes / no / maybe / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes,262,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
66,Is intraoperative neuromonitoring associated with better functional outcome in patients undergoing open TME?,yes,yes,True,15.9076,15.5157,14.0584,0.392,yes / no / maybe yes / no / yes / no / yes / no / yes / no / yes / no / yes / no /,264,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
67,Profiling quality of care: Is there a role for peer review?,yes,yes,True,16.8748,16.5224,14.976,0.3524,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,357,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
68,Multidisciplinary decisions in breast cancer: does the patient receive what the team has recommended?,yes,no,False,16.012,16.4944,15.4689,0.4825,no / yes / yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,241,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
69,Are performance measurement systems useful?,yes,yes,True,16.7184,15.9982,15.079,0.7202,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,211,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
70,The colour of pain: can patients use colour to describe osteoarthritis pain?,yes,yes,True,15.8408,15.3684,15.242,0.4724,yes / no / maybe yes / no.,307,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
71,Do mossy fibers release GABA?,yes,yes,True,16.3735,14.3916,13.6551,1.9819,yes / no / maybe yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,263,False,False,yes,True,True,1–2,<= 512 (normal)
72,Is severe macrosomia manifested at 11-14 weeks of gestation?,yes,yes,True,16.7817,16.0188,14.7922,0.763,yes / no / maybe yes / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,280,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
73,Visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?,yes,yes,True,16.8713,15.7603,14.6859,1.111,yes / no / maybe yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,204,False,False,yes,True,True,1–2,<= 512 (normal)
74,Is an advance care planning model feasible in community palliative care?,yes,yes,True,16.6769,15.369,15.247,1.3079,yes / no / maybe / no.,254,False,False,yes,True,True,1–2,<= 512 (normal)
75,Do cytokines have any role in epilepsy?,yes,yes,True,15.7427,15.4829,13.8614,0.2598,yes / no / no / yes / no / yes / yes / no / yes / yes / no / yes / yes / no / yes /,460,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
76,Is expert breast pathology assessment necessary for the management of ductal carcinoma in situ ?,yes,no,False,15.961,16.0225,15.1166,0.0615,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,261,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
77,Treadmill testing of children who have spina bifida and are ambulatory: does peak oxygen uptake reflect maximum oxygen uptake?,yes,yes,True,15.2381,14.9892,14.2005,0.2489,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,387,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
78,Subclavian steal syndrome: can the blood pressure difference between arms predict the severity of steal?,yes,yes,True,15.8916,15.466,13.1381,0.4256,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,344,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
79,Is size-reducing ascending aortoplasty with external reinforcement an option in modern aortic surgery?,yes,yes,True,15.4377,15.2265,14.29,0.2113,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,305,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
80,Is digoxin use for cardiovascular disease associated with risk of prostate cancer?,yes,yes,True,17.3263,16.9192,15.3219,0.4071,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,279,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
81,Screening for gestational diabetes mellitus: are the criteria proposed by the international association of the Diabetes and Pregnancy Study Groups cost-effective?,yes,yes,True,16.3509,15.4734,13.7802,0.8776,yes / no / maybe yes / no / yes / no / yes / yes / no / yes / yes / yes / yes / yes /,334,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
82,Does a 4 diagram manual enable laypersons to operate the Laryngeal Mask Supreme®?,yes,no,False,15.0721,15.4104,13.8998,0.3383,no / yes / yes / no / yes / yes / no / yes / yes / no / yes / yes / no / yes / yes /,368,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
83,Is laparoscopic reoperation for failed antireflux surgery feasible?,yes,yes,True,15.5296,14.6249,12.215,0.9047,yes / no / maybe / no / yes / no.,511,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
84,The Omega-3 Index: a new risk factor for death from coronary heart disease?,yes,yes,True,16.1432,15.7052,15.2362,0.438,yes / no / maybe yes / no.,246,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
85,Do cytokine concentrations in pancreatic juice predict the presence of pancreatic diseases?,yes,yes,True,15.4682,15.4378,13.4347,0.0304,yes / no / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,291,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
86,Factors determining the survival of nasopharyngeal carcinoma with lung metastasis alone: does combined modality treatment benefit?,yes,no,False,15.7936,16.2727,14.812,0.479,no / yes / yes.,306,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
87,Is minimally invasive mitral valve repair with artificial chords reproducible and applicable in routine surgery?,yes,no,False,15.4515,15.7452,14.1679,0.2938,no yes / no yes / no.,309,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
88,Does receipt of hospice care in nursing homes improve the management of pain at the end of life?,yes,yes,True,17.023,16.3547,14.6196,0.6683,yes / no / no / yes / yes / yes / yes / yes / yes / yes / yes / yes yes yes yes yes yes yes yes,457,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
89,Is intensive chemotherapy safe for rural cancer patients?,yes,no,False,15.3361,15.4145,14.3509,0.0783,no yes / no yes / yes yes.).,302,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
90,Is the urinary biomarkers assessment a non-invasive approach to tubular lesions of the solitary kidney?,yes,yes,True,15.2177,14.7194,13.2799,0.4983,yes / no / no.,356,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
91,Does open access endoscopy close the door to an adequately informed patient?,yes,no,False,16.1316,16.3809,15.2562,0.2493,no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes /,299,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
92,Do viral infections have a role in benign paroxysmal positional vertigo?,yes,yes,True,15.9795,15.5223,14.0142,0.4571,yes / no / maybe yes / no / yes / no / yes / yes / no / yes / yes / yes / yes / yes /,215,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
93,Does reducing spasticity translate into functional benefit?,yes,yes,True,16.9377,16.5635,15.2013,0.3743,yes / no / maybe yes / no / yes / no / yes / yes / yes / yes / yes / yes / yes / yes /,324,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
94,Is the Retromandibular Transparotid Approach a Reliable Option for the Surgical Treatment of Condylar Fractures?,yes,yes,True,15.9905,15.4735,13.7666,0.517,yes / no / maybe / no / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes / yes,235,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
95,Do ventricular arrhythmias in athletes subside over time?,yes,no,False,15.2811,15.6267,14.1934,0.3457,no / yes / no.,301,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
96,Are complex coronary lesions more frequent in patients with diabetes mellitus?,yes,no,False,16.7477,16.8282,14.6053,0.0805,no yes / no yes / yes yes yes.,334,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
97,Can dogs prime autistic children for therapy?,yes,yes,True,16.5866,15.1032,15.1942,1.3924,yes / no / maybe yes / no / maybe yes / no / maybe yes / yes / yes / yes / yes / yes /,275,False,False,yes,True,True,1–2,<= 512 (normal)
98,Quality of life in lung cancer patients: does socioeconomic status matter?,yes,no,False,15.9671,16.8656,15.1443,0.8985,no yes / yes / no.,303,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
99,Is there a model to teach and practice retroperitoneoscopic nephrectomy?,yes,yes,True,15.3619,14.8739,14.1626,0.488,yes / no / no / maybe yes / no / yes / no / yes / yes / no / yes / yes / yes / yes /,260,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
100,Is the type of remission after a major depressive episode an important risk factor to relapses in a 4-year follow up?,yes,yes,True,17.3937,16.6281,16.063,0.7656,yes / no / no / yes / yes / yes.,232,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
101,Implementation of epidural analgesia for labor: is the standard of effective analgesia reachable in all women?,yes,yes,True,15.2828,14.9114,13.5385,0.3714,yes / no / maybe yes / no / maybe yes / no / yes / no / yes / no / yes / no / yes /,304,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
102,Longer term quality of life and outcome in stroke patients: is the Barthel index alone an adequate measure of outcome?,yes,no,False,17.5444,17.7193,15.2508,0.1749,no yes / yes yes yes / no yes / yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes,366,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
103,Does a special interest in laparoscopy affect the treatment of acute cholecystitis?,yes,yes,True,16.193,16.1862,14.09,0.0068,yes / no / no / yes / no / yes / yes / yes / yes.,323,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
