idx,question,true_label,predicted_label,correct,score_yes,score_no,score_maybe,confidence_margin,generated_text,prompt_token_len,truncated,uncertain,parsed_from_text,is_parsable,text_label_match,margin_bucket,length_bucket
19,Is fear of anaphylactic shock discouraging surgeons from more widely adopting percutaneous and laparoscopic techniques in the treatment of liver hydatid cyst?,yes,no,False,6.4914,8.8604,4.7354,2.369,"""There is no evidence that laparoscopic or percutaneous treatment of liver hydatid cyst is superior to open surgery.""",170,False,False,no,True,True,2–5,<= 512 (normal)
20,Risk stratification in emergency surgical patients: is the APACHE II score a reliable marker of physiological impairment?,yes,no,False,5.3892,7.4231,3.1439,2.0338,"""The APACHE II score is a reliable marker of physiological impairment.""",312,False,False,unparsable,False,False,2–5,<= 512 (normal)
21,Can Flexible Instruments Create Adequate Femoral Tunnel Lengths at 90° of Knee Flexion in Anterior Cruciate Ligament Reconstruction?,yes,no,False,6.2441,7.529,5.2197,1.285,"""The evidence is not strong enough to recommend the use of flexible reamers in Anterior Cruciate Ligament Reconstruction.""",409,False,False,no,True,True,1–2,<= 512 (normal)
22,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,no,False,4.1571,7.1233,4.7492,2.3741,do mitochondria play a role in remodelling lace leaves?,365,False,False,unparsable,False,False,2–5,<= 512 (normal)
23,"""Occult"" posttraumatic lesions of the knee: can magnetic resonance substitute for diagnostic arthroscopy?",yes,no,False,6.6779,8.6507,4.7349,1.9728,"""MRI is the best imaging modality for the detection and characterization of occult bone and / or cartilage injuries of the knee.""",451,False,False,unparsable,False,False,1–2,<= 512 (normal)
24,Does Sensation Return to the Nasal Tip After Microfat Grafting?,yes,yes,True,8.8035,8.1731,3.218,0.6304,"""Yes.""",266,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
25,Do some U.S. states have higher/lower injury mortality rates than others?,yes,no,False,4.3658,6.9008,3.1964,2.535,"""The U.S. states with the highest rates of road traffic deaths have higher / lower injury mortality rates than the states with the lowest rates.""",173,False,False,unparsable,False,False,2–5,<= 512 (normal)
26,Hepatorenal syndrome: are we missing some prognostic factors?,yes,no,False,6.5675,8.1514,4.7702,1.5839,HRS is a syndrome.,330,False,False,unparsable,False,False,1–2,<= 512 (normal)
27,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?",yes,no,False,3.3712,7.0431,2.3515,3.6718,"""The first triage is the first step in the management of the casualties.""",145,False,False,unparsable,False,False,2–5,<= 512 (normal)
28,Is EQ-5D a valid quality of life instrument in patients with acute coronary syndrome?,yes,yes,True,9.1404,8.1628,3.2787,0.9776,"""The EQ-5D is a valid instrument to measure the health-related quality of life in patients with acute coronary syndrome.""",275,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
29,Is portable ultrasonography accurate in the evaluation of Schanz pin placement during extremity fracture fixation in austere environments?,yes,no,False,7.0551,7.3226,2.5744,0.2675,"""There is no evidence that ultrasonography is accurate in the evaluation of Schanz pin placement during extremity fracture fixation in austere environments.""",272,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
30,Is grandmultiparity an independent risk factor for adverse perinatal outcomes?,yes,no,False,5.4208,7.7512,3.7377,2.3304,grandmultiparous women are at increased risk for adverse perinatal outcomes.,278,False,False,unparsable,False,False,2–5,<= 512 (normal)
31,Does depression diagnosis and antidepressant prescribing vary by location?,yes,no,False,2.3622,6.8188,3.0157,3.8031,the neighbourhood effect is not a random phenomenon but is a reflection of the local context.,322,False,False,unparsable,False,False,2–5,<= 512 (normal)
32,Learning needs of postpartum women: does socioeconomic status matter?,yes,no,False,4.1492,8.1377,4.1327,3.9886,"""What is the answer?""",331,False,False,unparsable,False,False,2–5,<= 512 (normal)
33,Is there a differential in the dental health of new recruits to the British Armed Forces?,yes,no,False,3.4513,8.6919,1.7957,5.2406,'There is no evidence that the dental health of new recruits to the British Armed Forces is poorer than that of recruits to the Royal Navy or,274,False,False,no,True,True,> 5 (confident),<= 512 (normal)
34,Do patients with rheumatoid arthritis established on methotrexate and folic acid 5 mg daily need to continue folic acid supplements long term?,yes,no,False,5.3156,9.131,5.7053,3.4258,'No.',333,False,False,no,True,True,2–5,<= 512 (normal)
35,Can teaching medical students to investigate medication errors change their attitudes towards patient safety?,yes,no,False,5.4015,6.6793,1.8393,1.2778,'What is the impact of a patient safety curriculum on medical students' attitudes towards patient safety? ',213,False,False,unparsable,False,False,1–2,<= 512 (normal)
36,Does a delay in transfer to a rehabilitation unit for older people affect outcome after fracture of the proximal femur?,yes,no,False,6.9264,8.4642,4.9204,1.5378,"""Do older people with fracture of the proximal femur have a poorer outcome after discharge from hospital?""",228,False,False,unparsable,False,False,1–2,<= 512 (normal)
37,Are there gender differences in the reasons why African Americans delay in seeking medical help for symptoms of an acute myocardial infarction?,yes,no,False,4.5601,7.2354,4.6464,2.589,"""The reasons why African Americans delay in seeking medical help for symptoms of an acute myocardial infarction are different for men and women.""",257,False,False,unparsable,False,False,2–5,<= 512 (normal)
38,Does ambulatory process of care predict health-related quality of life outcomes for patients with chronic disease?,yes,yes,True,8.6567,7.2136,3.4935,1.4431,"""Does ambulatory process of care predict health-related quality of life outcomes for patients with chronic disease?""",265,False,False,unparsable,False,False,1–2,<= 512 (normal)
39,Is the combination with 2-methoxyestradiol able to reduce the dosages of chemotherapeutices in the treatment of human ovarian cancer?,yes,no,False,7.1941,8.1236,6.4609,0.9295,"""The combination of 2ME with chemotherapeutic agents is not a rational approach.""",214,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
40,Does a dedicated discharge coordinator improve the quality of hospital discharge?,yes,no,False,5.8445,7.6709,3.4593,1.8264,"""The discharge coordinator improves the quality of discharge planning.""",336,False,False,unparsable,False,False,1–2,<= 512 (normal)
41,Impact of MPH programs: contributing to health system strengthening in low- and middle-income countries?,yes,no,False,3.3862,8.0742,3.4814,4.5928,"""Impact on workplace"" and ""impact on society"" and that MPH programs can have a significant impact on health systems.",464,False,False,unparsable,False,False,2–5,<= 512 (normal)
42,Pap smears with glandular cell abnormalities: Are they detected by rapid prescreening?,yes,no,False,4.2929,6.8199,1.6316,2.527,"""There is no evidence that RPS is more sensitive for detecting glandular cell abnormalities than FS.""",323,False,False,no,True,True,2–5,<= 512 (normal)
43,Can transcranial direct current stimulation be useful in differentiating unresponsive wakefulness syndrome from minimally conscious state patients?,yes,no,False,6.7599,7.4047,5.7041,0.6448,"""yes"" for the former, and ""no"" for the latter.",253,False,True,yes,True,False,< 1 (uncertain),<= 512 (normal)
44,Is etoricoxib effective in preventing heterotopic ossification after primary total hip arthroplasty?,yes,no,False,7.5218,8.6382,5.1204,1.1164,etoricoxib is effective in preventing heterotopic ossification.,223,False,False,unparsable,False,False,1–2,<= 512 (normal)
45,Assessing Patient Reported Outcomes Measures via Phone Interviews Versus Patient Self-Survey in the Clinic: Are We Measuring the Same Thing?,yes,no,False,6.6377,7.8003,1.8508,1.1626,"""We Are Measuring the Same Thing.""",514,False,False,unparsable,False,False,1–2,> 512 (long)
46,Can emergency physicians accurately and reliably assess acute vertigo in the emergency department?,yes,yes,True,9.6149,7.0818,4.1189,2.5331,"""yes,"" and that STANDING is a reliable tool to diagnose central acute vertigo. """,366,False,False,yes,True,True,2–5,<= 512 (normal)
47,Proof of concept study: does fenofibrate have a role in sleep apnoea syndrome?,yes,no,False,8.4148,9.0462,4.7169,0.6313,fenofibrate has a role in the treatment of sleep apnoea syndrome.,446,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
48,Does implant coating with antibacterial-loaded hydrogel reduce bacterial colonization and biofilm formation in vitro?,yes,no,False,6.3672,7.5516,3.4179,1.1844,"""Does coating with antibacterial-loaded DAC hydrogel reduce or prevent bacterial colonization and biofilm formation in vitro?""",267,False,False,unparsable,False,False,1–2,<= 512 (normal)
49,Does bone anchor fixation improve the outcome of percutaneous bladder neck suspension in female stress urinary incontinence?,yes,no,False,5.3505,8.2565,5.1439,2.906,'Bone anchor fixation improves the outcome of percutaneous bladder neck suspension in female stress urinary incontinence'.,291,False,False,unparsable,False,False,2–5,<= 512 (normal)
50,Is leptin involved in phagocytic NADPH oxidase overactivity in obesity?,yes,no,False,6.7983,6.871,4.0197,0.0727,"""What is the role of leptin in the development of cardiovascular diseases in obesity?""",293,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
51,Can we predict which head and neck cancer survivors develop fears of recurrence?,yes,no,False,6.0738,7.3533,3.043,1.2795,fear of recurrence is a manifestation of illness-related anxiety.,305,False,False,unparsable,False,False,1–2,<= 512 (normal)
52,Differentiation of nonalcoholic from alcoholic steatohepatitis: are routine laboratory markers useful?,yes,no,False,4.0787,6.8658,3.4046,2.7872,the AST / ALT ratio and the MCV are useful in distinguishing nonalcoholic steatohepatitis from alcoholic steatohepatitis.,304,False,False,unparsable,False,False,2–5,<= 512 (normal)
53,Traumatic aortic injury: does the anatomy of the aortic arch influence aortic trauma severity?,yes,no,False,3.2609,6.6348,2.5352,3.374,the aortic arch angle is a significant predictor of the severity of aortic injury.,238,False,False,unparsable,False,False,2–5,<= 512 (normal)
54,The Prevalence of Incidentally Detected Idiopathic Misty Mesentery on Multidetector Computed Tomography: Can Obesity Be the Triggering Cause?,yes,no,False,3.1061,7.796,5.3933,2.4027,"""Misty mesentery appearance is a normal variant of the mesentery.""",284,False,False,unparsable,False,False,2–5,<= 512 (normal)
55,Fast foods - are they a risk factor for asthma?,yes,no,False,5.3149,8.0979,5.6693,2.4287,fast foods are a risk factor for asthma and wheeze.,368,False,False,unparsable,False,False,2–5,<= 512 (normal)
56,Assessment of appropriate antimicrobial prescribing: do experts agree?,yes,no,False,7.6464,8.1402,3.2939,0.4937,"""There is no evidence that they agree with the reference standard.""",261,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
57,Pulmonary valve replacement in adults late after repair of tetralogy of fallot: are we operating too late?,yes,no,False,5.7772,7.3337,5.6586,1.5565,"""We should not operate too late.""",321,False,False,no,True,True,1–2,<= 512 (normal)
58,Is amoxapine an atypical antipsychotic?,yes,no,False,5.1459,6.8209,3.2513,1.675,"""The atypical antipsychotic amoxapine does not conform to the profile of atypical antipsychotics.""",200,False,False,unparsable,False,False,1–2,<= 512 (normal)
59,Do older patients who refuse to participate in a self-management intervention in the Netherlands differ from older patients who agree to participate?,yes,no,False,6.5787,8.2091,5.463,1.6304,"""The refusers are more restricted in their mobility, live further away from the location of the intervention, and have a partner more often than the participants",283,False,False,unparsable,False,False,1–2,<= 512 (normal)
60,Is horizontal semicircular canal ocular reflex influenced by otolith organs input?,yes,no,False,5.3777,6.6824,2.43,1.3047,Horizontal canal ocular reflex is influenced by otolith organs input.,181,False,False,unparsable,False,False,1–2,<= 512 (normal)
61,Preoperative tracheobronchoscopy in newborns with esophageal atresia: does it matter?,yes,no,False,6.5486,7.3668,2.5533,0.8183,preoperative TBS is a useful tool in the management of newborns with esophageal atresia.,325,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
62,Is it appropriate to implant kidneys from elderly donors in young recipients?,yes,no,False,6.3213,7.4825,6.5991,0.8834,"""The answer is that the kidneys from elderly donors are not inferior to those from young donors.""",346,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
63,Is muscle power related to running speed with changes of direction?,yes,no,False,4.1574,7.5017,3.1375,3.3443,"""Does muscle power contribute to sprinting speed with changes of direction?""",243,False,False,unparsable,False,False,2–5,<= 512 (normal)
64,Stretch-sensitive KCNQ1 mutation A link between genetic and environmental factors in the pathogenesis of atrial fibrillation?,yes,no,False,5.1889,6.8939,2.7299,1.705,"""What is the role of atrial stretch in the pathogenesis of AF?""",277,False,False,unparsable,False,False,1–2,<= 512 (normal)
65,Are pelvic anatomical structures in danger during arthroscopic acetabular labral repair?,yes,no,False,4.1254,8.2723,2.8994,4.1469,"""The acetabular labrum is safe to insert at 10 ° to 20 ° of drill angle.""",262,False,False,unparsable,False,False,2–5,<= 512 (normal)
66,Is intraoperative neuromonitoring associated with better functional outcome in patients undergoing open TME?,yes,no,False,7.434,7.9681,5.0396,0.5341,"""Is intraoperative neuromonitoring associated with better urogenital and anorectal functional outcome?""",264,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
67,Profiling quality of care: Is there a role for peer review?,yes,yes,True,7.5367,7.4215,2.6659,0.1152,"""The evidence base for practice is more developed than the quality of care that is measured.""",357,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
68,Multidisciplinary decisions in breast cancer: does the patient receive what the team has recommended?,yes,no,False,4.9711,9.5042,4.1529,4.5332,'The patient receives what the team has recommended'.,241,False,False,unparsable,False,False,2–5,<= 512 (normal)
69,Are performance measurement systems useful?,yes,yes,True,7.336,7.1798,2.3809,0.1562,"""The strategic use of performance measurement systems is useful for improving processes of care.""",211,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
70,The colour of pain: can patients use colour to describe osteoarthritis pain?,yes,no,False,8.1271,8.9534,3.6921,0.8263,'red'.,307,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
71,Do mossy fibers release GABA?,yes,no,False,4.4439,6.5872,3.0293,2.1434,mossy fibers release GABA.,263,False,False,unparsable,False,False,2–5,<= 512 (normal)
72,Is severe macrosomia manifested at 11-14 weeks of gestation?,yes,yes,True,6.7463,6.6745,3.1736,0.0718,severe macrosomia is manifested at 11-14 weeks of gestation.,280,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
73,Visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?,yes,no,False,5.7044,6.7629,3.5743,1.0585,"""The best slice location for measuring visceral adipose tissue area is 3 cm above the lower margin of L3.""",204,False,False,unparsable,False,False,1–2,<= 512 (normal)
74,Is an advance care planning model feasible in community palliative care?,yes,no,False,6.3395,7.7421,5.5865,1.4026,'What is the feasibility of implementing an advance care planning model in community palliative care?',254,False,False,unparsable,False,False,1–2,<= 512 (normal)
75,Do cytokines have any role in epilepsy?,yes,no,False,6.7461,8.6224,3.553,1.8763,"""There is no role for cytokines in epilepsy.""",460,False,False,no,True,True,1–2,<= 512 (normal)
76,Is expert breast pathology assessment necessary for the management of ductal carcinoma in situ ?,yes,no,False,7.6266,8.5594,3.883,0.9329,"""There is no need for expert breast pathology assessment of DCIS.""",261,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
77,Treadmill testing of children who have spina bifida and are ambulatory: does peak oxygen uptake reflect maximum oxygen uptake?,yes,no,False,5.6437,8.3386,4.3004,2.6949,"""There is no evidence that peak oxygen uptake is a true reflection of maximum oxygen uptake.""",387,False,False,no,True,True,2–5,<= 512 (normal)
78,Subclavian steal syndrome: can the blood pressure difference between arms predict the severity of steal?,yes,no,False,7.7642,8.0575,4.7633,0.2933,"""There is a relationship between the side-to-side difference in systolic blood pressure and the presence of subclavian steal syndrome.""",344,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
79,Is size-reducing ascending aortoplasty with external reinforcement an option in modern aortic surgery?,yes,no,False,5.3992,8.5698,5.7212,2.8486,size-reducing ascending aortoplasty is a safe and effective procedure in the treatment of ascending aortic aneurysm and ectasia.,305,False,False,unparsable,False,False,2–5,<= 512 (normal)
80,Is digoxin use for cardiovascular disease associated with risk of prostate cancer?,yes,no,False,7.381,8.5901,4.9526,1.2091,"""There is a relationship between digoxin use and reduced risk of prostate cancer.""",279,False,False,unparsable,False,False,1–2,<= 512 (normal)
81,Screening for gestational diabetes mellitus: are the criteria proposed by the international association of the Diabetes and Pregnancy Study Groups cost-effective?,yes,no,False,6.968,9.8651,2.2371,2.897,screening for gestational diabetes mellitus is cost-effective.,334,False,False,unparsable,False,False,2–5,<= 512 (normal)
82,Does a 4 diagram manual enable laypersons to operate the Laryngeal Mask Supreme®?,yes,no,False,7.8208,8.4465,4.7643,0.6258,"""The Laryngeal Mask Supreme ® is inserted correctly in the manikin in the right direction and is able to provide adequate ventilation.",368,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
83,Is laparoscopic reoperation for failed antireflux surgery feasible?,yes,no,False,7.9802,8.6513,6.6889,0.6711,"""If the patient is not a candidate for a laparoscopic reoperation, then the patient should be referred to a surgeon who is experienced in laparoscopic antireflux surgery",511,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
84,The Omega-3 Index: a new risk factor for death from coronary heart disease?,yes,no,False,5.97,7.2006,4.3905,1.2306,"""The Omega-3 Index is a new risk factor for death from CHD.""",246,False,False,unparsable,False,False,1–2,<= 512 (normal)
85,Do cytokine concentrations in pancreatic juice predict the presence of pancreatic diseases?,yes,no,False,7.5875,8.1577,3.4188,0.5702,"""Is there a pancreatic disease?""",291,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
86,Factors determining the survival of nasopharyngeal carcinoma with lung metastasis alone: does combined modality treatment benefit?,yes,yes,True,8.3178,7.9134,4.9215,0.4044,"Combined modality treatment might benefit the patients with DFI > 1 year, but not those with DFI ≤ 1 year.",306,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
87,Is minimally invasive mitral valve repair with artificial chords reproducible and applicable in routine surgery?,yes,no,False,6.0111,7.7999,4.7215,1.7888,"""Chordal transfer is a safe and effective technique for minimally invasive mitral valve repair.""",309,False,False,unparsable,False,False,1–2,<= 512 (normal)
88,Does receipt of hospice care in nursing homes improve the management of pain at the end of life?,yes,no,False,7.4661,7.7576,3.4479,0.2915,Do nursing home residents receive adequate pain management?,457,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
89,Is intensive chemotherapy safe for rural cancer patients?,yes,no,False,4.6688,8.6617,3.5238,3.9929,'It is safe to give intensive chemotherapy to rural patients with metastatic colorectal and node-positive breast cancers at the same doses as urban patients.',302,False,False,unparsable,False,False,2–5,<= 512 (normal)
90,Is the urinary biomarkers assessment a non-invasive approach to tubular lesions of the solitary kidney?,yes,no,False,5.1418,7.6285,4.9796,2.4867,"""Urinary biomarkers are not a non-invasive approach to tubular lesions of the solitary kidney.""",356,False,False,unparsable,False,False,2–5,<= 512 (normal)
91,Does open access endoscopy close the door to an adequately informed patient?,yes,yes,True,7.3271,7.3112,5.3395,0.0159,"""The patient is not a patient.""",299,False,True,no,True,False,< 1 (uncertain),<= 512 (normal)
92,Do viral infections have a role in benign paroxysmal positional vertigo?,yes,no,False,8.0707,8.2395,4.28,0.1687,"""There is a role for viral infection in BPPV.""",215,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
93,Does reducing spasticity translate into functional benefit?,yes,no,False,7.6475,8.7969,5.4218,1.1494,"""Does reducing spasticity translate into functional benefit?""",324,False,False,unparsable,False,False,1–2,<= 512 (normal)
94,Is the Retromandibular Transparotid Approach a Reliable Option for the Surgical Treatment of Condylar Fractures?,yes,no,False,7.2954,8.3211,2.2506,1.0257,"""The retromandibular transparotid approach is a Safe and Reliable Option for the Surgical Treatment of Condylar Fractures.""",235,False,False,unparsable,False,False,1–2,<= 512 (normal)
95,Do ventricular arrhythmias in athletes subside over time?,yes,no,False,4.9234,7.9633,3.7584,3.0399,"""There is no evidence that ventricular arrhythmias in athletes subside over time.""",301,False,False,no,True,True,2–5,<= 512 (normal)
96,Are complex coronary lesions more frequent in patients with diabetes mellitus?,yes,no,False,7.021,7.069,4.491,0.0479,"""The prevalence of complex coronary lesions is greater in diabetics than in nondiabetics.""",334,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
97,Can dogs prime autistic children for therapy?,yes,yes,True,8.4559,7.1839,3.2445,1.272,"""Can dogs prime autistic children for therapy?""",275,False,False,unparsable,False,False,1–2,<= 512 (normal)
98,Quality of life in lung cancer patients: does socioeconomic status matter?,yes,no,False,4.129,8.5419,3.1625,4.4128,'There is no evidence that socioeconomic status matters for quality of life in lung cancer patients'. ',303,False,False,no,True,True,2–5,<= 512 (normal)
99,Is there a model to teach and practice retroperitoneoscopic nephrectomy?,yes,no,False,5.1393,6.6964,1.502,1.5571,"""The model is a training model for retroperitoneoscopic nephrectomy.""",260,False,False,unparsable,False,False,1–2,<= 512 (normal)
100,Is the type of remission after a major depressive episode an important risk factor to relapses in a 4-year follow up?,yes,no,False,6.3986,8.5663,5.5616,2.1677,"""Partial remission is a risk factor for relapses.""",232,False,False,unparsable,False,False,2–5,<= 512 (normal)
101,Implementation of epidural analgesia for labor: is the standard of effective analgesia reachable in all women?,yes,no,False,7.6664,8.2189,4.3333,0.5525,"""Epidural analgesia for labor is a good practice.""",304,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
102,Longer term quality of life and outcome in stroke patients: is the Barthel index alone an adequate measure of outcome?,yes,no,False,7.5319,7.9148,3.805,0.383,"""The Barthel index alone is not a good measure of outcome in stroke patients.""",366,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
103,Does a special interest in laparoscopy affect the treatment of acute cholecystitis?,yes,yes,True,7.7624,7.299,4.8313,0.4634,"""The treatment of acute cholecystitis is improved under the care of laparoscopic specialists.""",323,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
104,Do older adults with cancer fall more often?,yes,yes,True,8.5528,7.6411,5.315,0.9117,"""Do older adults with cancer fall more often?""",266,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
105,Two-year follow-up survey of patients with allergic contact dermatitis from an occupational cohort: is the prognosis dependent on the omnipresence of the allergen?,yes,no,False,5.4016,8.3438,2.2319,2.9422,"""The prognosis is better for those with allergy to a nonubiquitous allergen than for those with allergy to a ubiquitous allergen.""",276,False,False,no,True,True,2–5,<= 512 (normal)
106,Is there a favorable subset of patients with prostate cancer who develop oligometastases?,yes,no,False,5.9591,8.1436,5.8311,2.1845,"""There is a subset of patients with prostate cancer who develop oligometastases that have a favorable prognosis.""",429,False,False,unparsable,False,False,2–5,<= 512 (normal)
107,Does radiotherapy around the time of pregnancy for Hodgkin's disease modify the risk of breast cancer?,yes,no,False,6.3161,8.2826,2.7936,1.9665,"""There is a small but significant increase in the risk of breast cancer among women treated with RT for Hodgkin's disease who are pregnant.""",355,False,False,unparsable,False,False,1–2,<= 512 (normal)
108,Does left atrial appendage (LAA) occlusion device alter the echocardiography and electrocardiogram parameters in patients with atrial fibrillation?,yes,no,False,5.6169,8.1293,4.0299,2.5123,LAA occlusion device may not affect the echocardiography and ECG parameters in patients with atrial fibrillation.,264,False,False,unparsable,False,False,2–5,<= 512 (normal)
109,Is non-invasive diagnosis of esophageal varices in patients with compensated hepatic cirrhosis possible by duplex Doppler ultrasonography?,yes,no,False,7.3284,8.7034,5.458,1.375,"""There is no evidence to support the use of duplex Doppler ultrasonography for the diagnosis of esophageal varices in patients with compensated hepatic cirrhosis.""",423,False,False,no,True,True,1–2,<= 512 (normal)
