idx,question,true_label,predicted_label,correct,score_yes,score_no,score_maybe,confidence_margin,generated_text,prompt_token_len,truncated,uncertain,parsed_from_text,is_parsable,text_label_match,margin_bucket,length_bucket
25,Do some U.S. states have higher/lower injury mortality rates than others?,yes,yes,True,16.8538,16.1047,15.0883,0.7491,yes.,190,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
26,Hepatorenal syndrome: are we missing some prognostic factors?,yes,no,False,14.781,16.1617,13.6157,1.3807,no: no: yes: yes: no: no: yes: no: no: no: no: no: no: no: no:,347,False,False,no,True,True,1–2,<= 512 (normal)
27,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?",yes,no,False,14.5216,15.7685,14.8195,0.949,no.,162,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
28,Is EQ-5D a valid quality of life instrument in patients with acute coronary syndrome?,yes,yes,True,16.887,16.63,14.4734,0.257,"yes, no answers were found to be significantly associated with the EQ-5D index score (p < 0.001).",292,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
29,Is portable ultrasonography accurate in the evaluation of Schanz pin placement during extremity fracture fixation in austere environments?,yes,no,False,15.9467,15.9676,14.3148,0.0209,no yes answers.,289,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
30,Is grandmultiparity an independent risk factor for adverse perinatal outcomes?,yes,no,False,17.2585,17.4448,14.3805,0.1863,no: no: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes:,295,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
31,Does depression diagnosis and antidepressant prescribing vary by location?,yes,no,False,16.008,16.4341,14.9616,0.4261,no: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes:,339,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
32,Learning needs of postpartum women: does socioeconomic status matter?,yes,no,False,16.6797,16.7527,15.5585,0.0729,no questions.,348,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
33,Is there a differential in the dental health of new recruits to the British Armed Forces?,yes,no,False,16.6281,17.5357,15.7807,0.9076,no: no: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes:,291,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
34,Do patients with rheumatoid arthritis established on methotrexate and folic acid 5 mg daily need to continue folic acid supplements long term?,yes,no,False,15.1423,15.6875,14.2126,0.5452,no: no: yes: yes: no: yes: no: yes: no: yes: no: no: yes: no: no:,350,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
35,Can teaching medical students to investigate medication errors change their attitudes towards patient safety?,yes,yes,True,16.2147,15.991,14.9086,0.2237,yes.,230,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
36,Does a delay in transfer to a rehabilitation unit for older people affect outcome after fracture of the proximal femur?,yes,no,False,15.2877,16.9616,14.454,1.6739,no: no: no: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes:,245,False,False,no,True,True,1–2,<= 512 (normal)
37,Are there gender differences in the reasons why African Americans delay in seeking medical help for symptoms of an acute myocardial infarction?,yes,no,False,16.4113,17.1382,14.9127,0.7269,no: no: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes:,274,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
38,Does ambulatory process of care predict health-related quality of life outcomes for patients with chronic disease?,yes,no,False,16.3049,16.3359,15.2815,0.031,no yes questions is associated with a 4.24 increment in delta SF-12-physical component summary scores.,282,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
39,Is the combination with 2-methoxyestradiol able to reduce the dosages of chemotherapeutices in the treatment of human ovarian cancer?,yes,no,False,14.5646,15.2292,13.6157,0.6646,no.,231,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
40,Does a dedicated discharge coordinator improve the quality of hospital discharge?,yes,no,False,14.9833,16.3448,14.3288,1.3615,no.,353,False,False,no,True,True,1–2,<= 512 (normal)
41,Impact of MPH programs: contributing to health system strengthening in low- and middle-income countries?,yes,no,False,15.4226,15.7368,15.5173,0.2195,no.,481,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
42,Pap smears with glandular cell abnormalities: Are they detected by rapid prescreening?,yes,no,False,15.1579,15.3969,14.4988,0.2391,"no yes answers were given to yes, no, or mayor yes answers to no, no, yes, yes, yes, yes, yes,",340,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
43,Can transcranial direct current stimulation be useful in differentiating unresponsive wakefulness syndrome from minimally conscious state patients?,yes,no,False,14.4994,14.6974,13.7381,0.198,no yes answers.,270,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
44,Is etoricoxib effective in preventing heterotopic ossification after primary total hip arthroplasty?,yes,no,False,15.3822,16.3119,14.869,0.9297,no answers were given.,240,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
45,Assessing Patient Reported Outcomes Measures via Phone Interviews Versus Patient Self-Survey in the Clinic: Are We Measuring the Same Thing?,yes,yes,True,17.7395,17.3465,15.138,0.393,yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes:,531,False,True,yes,True,True,< 1 (uncertain),> 512 (long)
46,Can emergency physicians accurately and reliably assess acute vertigo in the emergency department?,yes,no,False,16.4994,16.7223,14.8523,0.223,"no answers was given in 76.9%, 23.1% and 0% of cases, respectively.",383,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
47,Proof of concept study: does fenofibrate have a role in sleep apnoea syndrome?,yes,no,False,14.273,15.1315,14.2252,0.8585,no yes answers.,463,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
48,Does implant coating with antibacterial-loaded hydrogel reduce bacterial colonization and biofilm formation in vitro?,yes,no,False,15.0005,15.7274,13.9604,0.7269,no.,284,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
49,Does bone anchor fixation improve the outcome of percutaneous bladder neck suspension in female stress urinary incontinence?,yes,no,False,14.9499,15.5034,13.5957,0.5535,no answers.,308,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
50,Is leptin involved in phagocytic NADPH oxidase overactivity in obesity?,yes,yes,True,15.4799,13.4002,11.5099,2.0797,yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes,310,False,False,yes,True,True,2–5,<= 512 (normal)
51,Can we predict which head and neck cancer survivors develop fears of recurrence?,yes,yes,True,15.6099,15.2945,15.0913,0.3154,"yes, no questions.",322,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
52,Differentiation of nonalcoholic from alcoholic steatohepatitis: are routine laboratory markers useful?,yes,yes,True,16.093,15.8428,13.5312,0.2502,"yes, no answers were: yes, no, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes,",321,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
53,Traumatic aortic injury: does the anatomy of the aortic arch influence aortic trauma severity?,yes,no,False,14.7107,16.341,14.0024,1.6303,no: no.,255,False,False,no,True,True,1–2,<= 512 (normal)
54,The Prevalence of Incidentally Detected Idiopathic Misty Mesentery on Multidetector Computed Tomography: Can Obesity Be the Triggering Cause?,yes,no,False,15.2742,16.8293,14.7752,1.5551,"no answers were given in 22.5%, 42.5%, and 7.5% of cases, respectively.",301,False,False,no,True,True,1–2,<= 512 (normal)
55,Fast foods - are they a risk factor for asthma?,yes,yes,True,16.5482,16.5479,14.5875,0.0003,"yes, no answers were used to assess the association between hamburger consumption and asthma and allergy.",385,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
56,Assessment of appropriate antimicrobial prescribing: do experts agree?,yes,no,False,16.0662,16.8282,15.2877,0.7619,no answers was not possible in 5% of cases.,278,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
57,Pulmonary valve replacement in adults late after repair of tetralogy of fallot: are we operating too late?,yes,no,False,15.4692,16.5619,14.0893,1.0927,no: no: no: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes:,338,False,False,no,True,True,1–2,<= 512 (normal)
58,Is amoxapine an atypical antipsychotic?,yes,no,False,15.1174,15.2526,14.4098,0.1353,no: no: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes:,217,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
59,Do older patients who refuse to participate in a self-management intervention in the Netherlands differ from older patients who agree to participate?,yes,maybe,False,14.3918,15.0567,15.4849,0.4281,maybe yes.,300,False,True,maybe,True,True,< 1 (uncertain),<= 512 (normal)
60,Is horizontal semicircular canal ocular reflex influenced by otolith organs input?,yes,no,False,14.1556,14.1951,13.4975,0.0396,no.,198,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
61,Preoperative tracheobronchoscopy in newborns with esophageal atresia: does it matter?,yes,no,False,14.6744,15.8746,13.8196,1.2003,no answers.,342,False,False,no,True,True,1–2,<= 512 (normal)
62,Is it appropriate to implant kidneys from elderly donors in young recipients?,yes,yes,True,15.6714,15.401,14.2596,0.2704,"yes, no, yes, no, yes, no, no, no, no, no, no, no, no, no, no,",363,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
63,Is muscle power related to running speed with changes of direction?,yes,no,False,15.0392,15.2672,14.2458,0.2279,no answer yes.,260,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
64,Stretch-sensitive KCNQ1 mutation A link between genetic and environmental factors in the pathogenesis of atrial fibrillation?,yes,yes,True,15.4091,15.1877,12.9984,0.2214,yes.,294,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
65,Are pelvic anatomical structures in danger during arthroscopic acetabular labral repair?,yes,no,False,16.453,16.9899,14.483,0.5369,no answer was given.,279,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
66,Is intraoperative neuromonitoring associated with better functional outcome in patients undergoing open TME?,yes,no,False,15.165,15.1731,14.2813,0.0081,no answer yes: yes yes answer yes: no answer yes: no answer yes: no answer yes: no answer yes: no answer yes: no,281,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
67,Profiling quality of care: Is there a role for peer review?,yes,yes,True,15.8586,15.8033,13.821,0.0553,"yes, no.",374,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
68,Multidisciplinary decisions in breast cancer: does the patient receive what the team has recommended?,yes,no,False,15.4067,16.9484,15.3137,1.5417,no.,258,False,False,no,True,True,1–2,<= 512 (normal)
69,Are performance measurement systems useful?,yes,no,False,15.3604,15.6145,13.9655,0.254,no.,228,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
70,The colour of pain: can patients use colour to describe osteoarthritis pain?,yes,no,False,16.169,16.2701,15.5122,0.101,no.,324,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
71,Do mossy fibers release GABA?,yes,no,False,14.5831,15.2957,12.3424,0.7125,no.,280,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
72,Is severe macrosomia manifested at 11-14 weeks of gestation?,yes,no,False,15.0692,15.77,13.1505,0.7008,"no yes answers was obtained in 20, 10, and 10 cases, respectively.",297,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
73,Visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?,yes,yes,True,17.2756,17.2476,15.2137,0.028,"yes ""yes"" answers were considered positive.",221,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
74,Is an advance care planning model feasible in community palliative care?,yes,no,False,15.8128,16.5173,15.0218,0.7046,no.,271,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
75,Do cytokines have any role in epilepsy?,yes,no,False,15.2732,16.3173,14.2371,1.0441,no.,477,False,False,no,True,True,1–2,<= 512 (normal)
76,Is expert breast pathology assessment necessary for the management of ductal carcinoma in situ ?,yes,no,False,16.2015,17.37,15.7063,1.1685,no answers were given in the remaining cases.,278,False,False,no,True,True,1–2,<= 512 (normal)
77,Treadmill testing of children who have spina bifida and are ambulatory: does peak oxygen uptake reflect maximum oxygen uptake?,yes,yes,True,15.7104,15.5168,14.6384,0.1936,yes.,404,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
78,Subclavian steal syndrome: can the blood pressure difference between arms predict the severity of steal?,yes,no,False,15.8573,16.6643,14.1452,0.807,"no yes answers was given in the complete reversal group, yes yes, no, yes, no, yes, no, yes, no, no,",361,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
79,Is size-reducing ascending aortoplasty with external reinforcement an option in modern aortic surgery?,yes,no,False,16.0871,16.8897,14.6854,0.8026,no: no: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes:,322,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
80,Is digoxin use for cardiovascular disease associated with risk of prostate cancer?,yes,no,False,17.1082,17.6087,14.8972,0.5005,no: no: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes:,296,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
81,Screening for gestational diabetes mellitus: are the criteria proposed by the international association of the Diabetes and Pregnancy Study Groups cost-effective?,yes,yes,True,17.1624,16.3187,14.8214,0.8437,yes.,351,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
82,Does a 4 diagram manual enable laypersons to operate the Laryngeal Mask Supreme®?,yes,no,False,16.3389,16.7876,14.6358,0.4488,no answers was given.,385,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
83,Is laparoscopic reoperation for failed antireflux surgery feasible?,yes,no,False,15.8147,16.4551,14.4297,0.6404,no.,528,False,True,no,True,True,< 1 (uncertain),> 512 (long)
84,The Omega-3 Index: a new risk factor for death from coronary heart disease?,yes,yes,True,16.0829,15.869,14.4636,0.2139,yes.,263,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
85,Do cytokine concentrations in pancreatic juice predict the presence of pancreatic diseases?,yes,no,False,15.405,15.6067,14.0133,0.2017,"no yes answers were given to yes, no, or mayor yes answers to no, no, or mayor yes answers to no, no,",308,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
86,Factors determining the survival of nasopharyngeal carcinoma with lung metastasis alone: does combined modality treatment benefit?,yes,no,False,15.0005,15.6967,14.934,0.6961,no: no: no: no: no: no: no: no: no: no: no: no: no: no: no:,323,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
87,Is minimally invasive mitral valve repair with artificial chords reproducible and applicable in routine surgery?,yes,no,False,15.3205,16.1009,13.7945,0.7804,no.,326,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
88,Does receipt of hospice care in nursing homes improve the management of pain at the end of life?,yes,yes,True,17.9225,17.417,15.0351,0.5055,"yes questions: yes, no, yes, no.",474,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
89,Is intensive chemotherapy safe for rural cancer patients?,yes,no,False,15.5501,16.0124,14.6588,0.4623,no.,319,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
90,Is the urinary biomarkers assessment a non-invasive approach to tubular lesions of the solitary kidney?,yes,no,False,14.4906,14.9984,13.3057,0.5079,no.,373,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
91,Does open access endoscopy close the door to an adequately informed patient?,yes,yes,True,16.0124,15.8846,14.8998,0.1277,yes questions.,316,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
92,Do viral infections have a role in benign paroxysmal positional vertigo?,yes,no,False,15.1247,15.7369,14.3487,0.6122,no answers.,232,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
93,Does reducing spasticity translate into functional benefit?,yes,no,False,15.8721,16.8112,15.1193,0.9391,no yes questions.,341,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
94,Is the Retromandibular Transparotid Approach a Reliable Option for the Surgical Treatment of Condylar Fractures?,yes,no,False,17.028,17.3197,14.6842,0.2917,no: no: no: no: no: no: no: no: no: no: no: no: no: no: no:,252,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
95,Do ventricular arrhythmias in athletes subside over time?,yes,no,False,15.0937,16.1485,14.5779,1.0548,no: no: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes:,318,False,False,no,True,True,1–2,<= 512 (normal)
96,Are complex coronary lesions more frequent in patients with diabetes mellitus?,yes,no,False,15.9006,16.0831,13.6475,0.1825,no was significantly higher in the diabetic group than in the nondiabetic group (P = 0.001).,351,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
97,Can dogs prime autistic children for therapy?,yes,yes,True,15.8689,15.1831,13.9971,0.6858,yes.,292,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
98,Quality of life in lung cancer patients: does socioeconomic status matter?,yes,yes,True,16.4987,16.4963,15.0887,0.0025,yes.,320,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
99,Is there a model to teach and practice retroperitoneoscopic nephrectomy?,yes,no,False,15.6259,16.3109,15.0141,0.6851,no answers.,277,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
100,Is the type of remission after a major depressive episode an important risk factor to relapses in a 4-year follow up?,yes,maybe,False,14.903,15.1643,15.1692,0.0049,"mayor yes, no answers.",249,False,True,yes,True,False,< 1 (uncertain),<= 512 (normal)
101,Implementation of epidural analgesia for labor: is the standard of effective analgesia reachable in all women?,yes,no,False,14.9894,15.9799,14.7855,0.9905,no.,321,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
102,Longer term quality of life and outcome in stroke patients: is the Barthel index alone an adequate measure of outcome?,yes,no,False,16.7342,17.4338,15.5118,0.6996,no: yes: no: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes:,383,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
103,Does a special interest in laparoscopy affect the treatment of acute cholecystitis?,yes,no,False,16.6753,17.0651,14.055,0.3898,no yes answers was used to determine whether the patient would have a laparoscopic operation.,340,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
104,Do older adults with cancer fall more often?,yes,no,False,16.1527,16.7282,14.8847,0.5755,"no yes answers to the question: ""Do you have a fall?"" No yes answers were given.",283,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
105,Two-year follow-up survey of patients with allergic contact dermatitis from an occupational cohort: is the prognosis dependent on the omnipresence of the allergen?,yes,no,False,15.7134,16.9949,14.4798,1.2815,"no was reported by 11%, 33%, and 33% of patients, respectively.",293,False,False,no,True,True,1–2,<= 512 (normal)
106,Is there a favorable subset of patients with prostate cancer who develop oligometastases?,yes,no,False,15.672,15.8762,14.0965,0.2042,no: no: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes:,446,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
107,Does radiotherapy around the time of pregnancy for Hodgkin's disease modify the risk of breast cancer?,yes,no,False,16.3183,16.828,14.3274,0.5097,"no answers was given for the yes, no, or mayor yes answers, respectively.",372,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
108,Does left atrial appendage (LAA) occlusion device alter the echocardiography and electrocardiogram parameters in patients with atrial fibrillation?,yes,yes,True,14.8137,14.5749,14.0881,0.2388,"yes, no.",281,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
109,Is non-invasive diagnosis of esophageal varices in patients with compensated hepatic cirrhosis possible by duplex Doppler ultrasonography?,yes,no,False,16.1862,16.4574,14.6019,0.2712,no yes answers.,440,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
110,Do inhaled steroids differ from cromones in terms of hospital admission rates for asthma in children?,yes,no,False,16.0069,16.2193,14.3345,0.2124,no: yes: no: yes: no: yes: no: yes: no: yes: no: yes: no: yes: no:,312,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
111,Does airway surgery lower serum lipid levels in obstructive sleep apnea patients?,yes,no,False,15.2954,15.4047,14.0677,0.1093,no answers were given.,377,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
112,Israeli hospital preparedness for terrorism-related multiple casualty incidents: can the surge capacity and injury severity distribution be better predicted?,yes,no,False,15.0186,15.8882,14.2968,0.8695,no: no: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes:,348,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
113,Do instrumental activities of daily living predict dementia at 1- and 2-year follow-up?,yes,yes,True,17.1154,16.396,14.3018,0.7194,"yes, no, yes, no, yes, no, yes, no, yes, no, no, no, no, no, no,",339,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
114,Is pelvic pain associated with defecatory symptoms in women with pelvic organ prolapse?,yes,no,False,16.3718,17.5275,15.1107,1.1557,"no ""yes"" to ""yes"" to ""yes"" to ""yes"" to ""yes"" to ""yes"" to ""yes"" to """,217,False,False,no,True,True,1–2,<= 512 (normal)
115,Does the SCL 90-R obsessive-compulsive dimension identify cognitive impairments?,yes,yes,True,17.0617,16.7333,14.8478,0.3284,"yes, no answers to the question ""What is your current state of health?"" was related significantly to the SCL 90-R Obsessive-Com",265,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
116,Is non-HDL-cholesterol a better predictor of long-term outcome in patients after acute myocardial infarction compared to LDL-cholesterol?,yes,no,False,15.0228,15.4184,13.6515,0.3956,no: yes: no: no: yes: no: yes: no: yes: no: yes: no: yes: no: yes:,424,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
117,Body diffusion-weighted MR imaging of uterine endometrial cancer: is it helpful in the detection of cancer in nonenhanced MR imaging?,yes,no,False,15.7505,16.0235,14.0841,0.273,no: no: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes: yes:,352,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
118,Does pediatric housestaff experience influence tests ordered for infants in the neonatal intensive care unit?,yes,yes,True,16.5494,16.5369,14.0779,0.0125,yes answers.,379,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
119,Biomolecular identification of allergenic pollen: a new perspective for aerobiological monitoring?,yes,yes,True,17.4085,16.5676,14.6202,0.841,yes.,288,False,True,yes,True,True,< 1 (uncertain),<= 512 (normal)
