idx,question,true_label,predicted_label,correct,score_yes,score_no,score_maybe,confidence_margin,generated_text,prompt_token_len,truncated,uncertain,parsed_from_text,is_parsable,text_label_match,margin_bucket,length_bucket
10,Ultrasound in squamous cell carcinoma of the penis; a useful addition to clinical staging?,yes,no,False,4.66,8.0944,3.5261,3.4344,the ultrasound examination is not a useful addition to clinical staging in squamous cell carcinoma of the penis.,236,False,False,unparsable,False,False,2–5,<= 512 (normal)
11,Can third trimester ultrasound predict the presentation of the first twin at delivery?,yes,no,False,4.538,6.6406,2.855,2.1027,The positive predictive value of noncephalic presentation as determined by ultrasound for the persistence of noncephalic at delivery reached 95% after 32 weeks gestation.,226,False,False,unparsable,False,False,2–5,<= 512 (normal)
12,Is micro-computed tomography reliable to determine the microstructure of the maxillary alveolar bone?,yes,no,False,8.1442,8.349,7.2724,0.2048,"""no.""",313,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
13,Is primary angioplasty an acceptable alternative to thrombolysis?,yes,no,False,2.6189,5.9775,1.8408,3.3586,Primary angioplasty is an acceptable alternative to thrombolysis for the treatment of acute myocardial infarction.,295,False,False,unparsable,False,False,2–5,<= 512 (normal)
14,Is endometrial polyp formation associated with increased expression of vascular endothelial growth factor and transforming growth factor-beta1?,yes,no,False,5.1653,7.8326,2.0869,2.6672,VEGF and TGF-β1 expression in endometrial polyps is associated with steroid receptor expression.,386,False,False,unparsable,False,False,2–5,<= 512 (normal)
15,Improvements in survival of gynaecological cancer in the Anglia region of England: are these an effect of centralisation of care and use of multidisciplinary management?,yes,no,False,8.1146,8.8316,5.743,0.717,"OR = 2.95, 95% CI 2.41-3.83, p < 0.001.",286,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
16,Estimated fetal weight by ultrasound: a modifiable risk factor for cesarean delivery?,yes,yes,True,5.1936,4.3153,3.466,0.8784,US-EFW > 3500 g is a modifiable risk factor for CD.,230,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
17,Are financial incentives cost-effective to support smoking cessation during pregnancy?,yes,no,False,4.2757,6.8489,3.1295,2.5732,£400 vouchers for smoking cessation during pregnancy.,395,False,False,unparsable,False,False,2–5,<= 512 (normal)
18,Do adjuvant aromatase inhibitors increase the cardiovascular risk in postmenopausal women with early breast cancer?,yes,no,False,3.8653,5.914,2.3332,2.0487,AIs increase the risk of CVAE in postmenopausal women with early breast cancer.,352,False,False,unparsable,False,False,2–5,<= 512 (normal)
19,Is fear of anaphylactic shock discouraging surgeons from more widely adopting percutaneous and laparoscopic techniques in the treatment of liver hydatid cyst?,yes,no,False,2.8677,7.2889,3.5934,3.6955,fear of anaphylaxis and / or dissemination was the main reason given by only 3 surgeons (10%).,187,False,False,unparsable,False,False,2–5,<= 512 (normal)
20,Risk stratification in emergency surgical patients: is the APACHE II score a reliable marker of physiological impairment?,yes,no,False,3.5321,5.8387,2.9902,2.3065,The APACHE II score is a reliable marker of physiological impairment in emergency surgical patients.,329,False,False,unparsable,False,False,2–5,<= 512 (normal)
21,Can Flexible Instruments Create Adequate Femoral Tunnel Lengths at 90° of Knee Flexion in Anterior Cruciate Ligament Reconstruction?,yes,no,False,2.4196,6.4429,4.3596,2.0834,The flexible reamer system can create adequate femoral tunnel lengths at 90 ° of knee flexion.,426,False,False,unparsable,False,False,2–5,<= 512 (normal)
22,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,no,False,2.327,5.7916,2.7366,3.055,Mitochondria play a role in the regulation of lace plant leaf PCD.,382,False,False,unparsable,False,False,2–5,<= 512 (normal)
23,"""Occult"" posttraumatic lesions of the knee: can magnetic resonance substitute for diagnostic arthroscopy?",yes,no,False,6.0385,8.415,5.436,2.3765,"""don't know.""",468,False,False,no,True,True,2–5,<= 512 (normal)
24,Does Sensation Return to the Nasal Tip After Microfat Grafting?,yes,yes,True,9.2388,9.2358,7.6846,0.003,"mild, moderate, or severe.",283,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
25,Do some U.S. states have higher/lower injury mortality rates than others?,yes,no,False,5.5662,6.5201,3.3629,0.9539,The results of this study suggest that the U.S. states with the highest rates of road traffic deaths also have higher / lower rates of other forms of injury.,190,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
26,Hepatorenal syndrome: are we missing some prognostic factors?,yes,no,False,5.8239,7.2699,4.0975,1.446,"HRS associated with alcoholic liver disease, HRS associated with cardiac cirrhosis, HRS associated with viral, idiopathic, or neoplastic liver disease, HRS associated with ESL",347,False,False,unparsable,False,False,1–2,<= 512 (normal)
27,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?",yes,no,False,1.6991,6.5877,0.9021,4.8886,"""No.""",162,False,False,no,True,True,2–5,<= 512 (normal)
28,Is EQ-5D a valid quality of life instrument in patients with acute coronary syndrome?,yes,no,False,6.7269,8.6181,4.5942,1.8912,"""I don't know"" (β = -0.521; 95% CI: -0.718 to -0.299; p < 0.001), """,292,False,False,no,True,True,1–2,<= 512 (normal)
29,Is portable ultrasonography accurate in the evaluation of Schanz pin placement during extremity fracture fixation in austere environments?,yes,no,False,6.7853,7.2704,4.4989,0.4851,"""The ultrasound methodology is not accurate in the evaluation of Schanz pin placement in the cadaveric model.""",289,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
30,Is grandmultiparity an independent risk factor for adverse perinatal outcomes?,yes,no,False,3.1788,6.3209,0.5524,3.142,"Grandmultiparous women were at significantly higher risk for abruptio placentae (OR: 1.3; 95% CI: 1.1-1.5), preterm",295,False,False,unparsable,False,False,2–5,<= 512 (normal)
31,Does depression diagnosis and antidepressant prescribing vary by location?,yes,no,False,1.3379,7.4271,1.9358,5.4913,the results suggest that the neighbourhood environment may be a factor in the differential diagnosis and treatment of depression in different ethnic groups.,339,False,False,unparsable,False,False,> 5 (confident),<= 512 (normal)
32,Learning needs of postpartum women: does socioeconomic status matter?,yes,no,False,2.9662,6.3168,2.6579,3.3507,The findings suggest that postpartum women's concerns and unmet learning needs are not necessarily related to socioeconomic status.,348,False,False,unparsable,False,False,2–5,<= 512 (normal)
33,Is there a differential in the dental health of new recruits to the British Armed Forces?,yes,no,False,2.2829,8.2348,0.2755,5.9519,the null hypothesis was rejected.,291,False,False,unparsable,False,False,> 5 (confident),<= 512 (normal)
34,Do patients with rheumatoid arthritis established on methotrexate and folic acid 5 mg daily need to continue folic acid supplements long term?,yes,no,False,1.2652,6.2299,2.8994,3.3305,The results of this study suggest that stopping FA supplementation in patients with RA established on methotrexate < 20 mg weekly and FA 5 mg daily may be associated with,350,False,False,unparsable,False,False,2–5,<= 512 (normal)
35,Can teaching medical students to investigate medication errors change their attitudes towards patient safety?,yes,no,False,6.0007,7.9923,3.1722,1.9916,"""I am not sure I am.""",230,False,False,no,True,True,1–2,<= 512 (normal)
36,Does a delay in transfer to a rehabilitation unit for older people affect outcome after fracture of the proximal femur?,yes,no,False,4.922,6.7867,3.8302,1.8646,The results suggest that transfer to a rehabilitation ward for older people with fracture of the proximal femur is associated with a longer hospital length of stay.,245,False,False,unparsable,False,False,1–2,<= 512 (normal)
37,Are there gender differences in the reasons why African Americans delay in seeking medical help for symptoms of an acute myocardial infarction?,yes,no,False,1.1904,6.1523,2.0343,4.1181,Women delay longer than men in seeking medical care for symptoms of AMI.,274,False,False,unparsable,False,False,2–5,<= 512 (normal)
38,Does ambulatory process of care predict health-related quality of life outcomes for patients with chronic disease?,yes,yes,True,6.1011,4.6855,2.7238,1.4156,The use of ambulatory process of care is associated with better health-related quality of life outcomes for patients with chronic disease.,282,False,False,unparsable,False,False,1–2,<= 512 (normal)
39,Is the combination with 2-methoxyestradiol able to reduce the dosages of chemotherapeutices in the treatment of human ovarian cancer?,yes,no,False,4.441,9.691,5.7354,3.9557,additive effects were observed with the other chemotherapeutics.,231,False,False,unparsable,False,False,2–5,<= 512 (normal)
40,Does a dedicated discharge coordinator improve the quality of hospital discharge?,yes,no,False,2.9549,7.0136,2.8311,4.0587,The discharge coordinator is a useful and effective role for the medical specialist in the discharge planning process.,353,False,False,unparsable,False,False,2–5,<= 512 (normal)
41,Impact of MPH programs: contributing to health system strengthening in low- and middle-income countries?,yes,no,False,1.3111,5.4679,1.9922,3.4757,"The findings of this study suggest that MPH programs can have a significant impact on the workplace and society of graduates, and that the impact of MPH programs is",481,False,False,unparsable,False,False,2–5,<= 512 (normal)
42,Pap smears with glandular cell abnormalities: Are they detected by rapid prescreening?,yes,no,False,3.8934,7.1897,2.717,3.2963,"""The sensitivity of RPS for detecting glandular cell abnormalities is low, and the false-negative rate is high.""",340,False,False,unparsable,False,False,2–5,<= 512 (normal)
43,Can transcranial direct current stimulation be useful in differentiating unresponsive wakefulness syndrome from minimally conscious state patients?,yes,no,False,4.4262,6.3018,4.5197,1.7821,"a-tDCS might be useful in differentiating UWS from MCS patients, even when no conscious behavior can be observed.",270,False,False,unparsable,False,False,1–2,<= 512 (normal)
44,Is etoricoxib effective in preventing heterotopic ossification after primary total hip arthroplasty?,yes,no,False,6.6463,7.8266,4.6549,1.1803,"No, mayor, or yes: No.",240,False,False,no,True,True,1–2,<= 512 (normal)
45,Assessing Patient Reported Outcomes Measures via Phone Interviews Versus Patient Self-Survey in the Clinic: Are We Measuring the Same Thing?,yes,no,False,4.9207,6.9234,1.0867,2.0027,FTE-dependent: ODI (yes: 23.67% vs.,531,False,False,unparsable,False,False,2–5,> 512 (long)
46,Can emergency physicians accurately and reliably assess acute vertigo in the emergency department?,yes,no,False,7.2426,8.8475,6.9335,1.605,"""No.""",383,False,False,no,True,True,1–2,<= 512 (normal)
47,Proof of concept study: does fenofibrate have a role in sleep apnoea syndrome?,yes,no,False,4.045,7.0992,1.8173,3.0542,fenofibrate has a role in the treatment of sleep apnoea syndrome.,463,False,False,no,True,True,2–5,<= 512 (normal)
48,Does implant coating with antibacterial-loaded hydrogel reduce bacterial colonization and biofilm formation in vitro?,yes,no,False,4.1265,6.3465,3.7102,2.22,"""We believe that the DAC hydrogel is a promising candidate for use in orthopaedic surgery.""",284,False,False,unparsable,False,False,2–5,<= 512 (normal)
49,Does bone anchor fixation improve the outcome of percutaneous bladder neck suspension in female stress urinary incontinence?,yes,no,False,2.2058,6.8082,3.9345,2.8737,The bone anchor system is a safe and effective method for fixing the suture at the pubic bone.,308,False,False,unparsable,False,False,2–5,<= 512 (normal)
50,Is leptin involved in phagocytic NADPH oxidase overactivity in obesity?,yes,no,False,2.3607,4.3313,2.2032,1.9706,Leptin is involved in the development of vascular remodeling in obesity.,310,False,False,unparsable,False,False,1–2,<= 512 (normal)
51,Can we predict which head and neck cancer survivors develop fears of recurrence?,yes,no,False,3.4332,4.9417,2.4937,1.5084,"The findings suggest that fears of recurrence are not a stable characteristic of HNC patients and that fears of recurrence are not related to current symptoms, disease, or",322,False,False,unparsable,False,False,1–2,<= 512 (normal)
52,Differentiation of nonalcoholic from alcoholic steatohepatitis: are routine laboratory markers useful?,yes,no,False,5.4757,7.5778,2.7344,2.1021,"AST / ALT ratio (P = 0.0014), age (P = 0.0014), and sex (P = 0.0014).",321,False,False,unparsable,False,False,2–5,<= 512 (normal)
53,Traumatic aortic injury: does the anatomy of the aortic arch influence aortic trauma severity?,yes,no,False,6.9711,8.8072,6.7876,1.836,"""The aortic arch angle is a significant predictor of the severity of TAI.""",255,False,False,unparsable,False,False,1–2,<= 512 (normal)
54,The Prevalence of Incidentally Detected Idiopathic Misty Mesentery on Multidetector Computed Tomography: Can Obesity Be the Triggering Cause?,yes,no,False,5.7477,8.6961,7.911,0.7851,"""No.""",301,False,True,no,True,True,< 1 (uncertain),<= 512 (normal)
55,Fast foods - are they a risk factor for asthma?,yes,no,False,7.1433,7.9079,6.1685,0.7646,"OR = 1.00, 95% CI: 0.54-1.87).",385,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
56,Assessment of appropriate antimicrobial prescribing: do experts agree?,yes,no,False,4.2178,7.3219,2.7701,3.1041,The results of this study suggest that infectious disease specialists can reliably assess the appropriateness of antimicrobial prescribing.,278,False,False,unparsable,False,False,2–5,<= 512 (normal)
57,Pulmonary valve replacement in adults late after repair of tetralogy of fallot: are we operating too late?,yes,no,False,5.5742,7.6328,3.7552,2.0586,"""no.""",338,False,False,no,True,True,2–5,<= 512 (normal)
58,Is amoxapine an atypical antipsychotic?,yes,no,False,3.2512,6.0208,1.4423,2.7696,amoxapine is an atypical antipsychotic.,217,False,False,unparsable,False,False,2–5,<= 512 (normal)
59,Do older patients who refuse to participate in a self-management intervention in the Netherlands differ from older patients who agree to participate?,yes,no,False,3.6517,6.4986,3.3412,2.8469,The results of this study suggest that the reasons for refusing to participate in a self-management intervention are different from those of patients who agree to participate,300,False,False,unparsable,False,False,2–5,<= 512 (normal)
60,Is horizontal semicircular canal ocular reflex influenced by otolith organs input?,yes,no,False,5.5026,7.4357,5.5778,1.8579,"""Horizontal canal ocular reflex is influenced by otolith organs input.""",198,False,False,unparsable,False,False,1–2,<= 512 (normal)
61,Preoperative tracheobronchoscopy in newborns with esophageal atresia: does it matter?,yes,no,False,6.8156,9.0982,5.7467,2.2826,"""The procedure is not indicated in all patients with EA.""",342,False,False,no,True,True,2–5,<= 512 (normal)
62,Is it appropriate to implant kidneys from elderly donors in young recipients?,yes,no,False,4.8836,7.0926,4.1801,2.2089,P = 0.105.,363,False,False,unparsable,False,False,2–5,<= 512 (normal)
63,Is muscle power related to running speed with changes of direction?,yes,no,False,5.4749,7.2959,4.7214,1.821,the results of this study suggest that the relationship between muscle power and sprinting speed with changes of direction is not strong enough to be used as a basis,260,False,False,unparsable,False,False,1–2,<= 512 (normal)
64,Stretch-sensitive KCNQ1 mutation A link between genetic and environmental factors in the pathogenesis of atrial fibrillation?,yes,no,False,2.0155,3.6996,1.7782,1.6841,This study provides evidence that mutations in KCNQ1 may be a genetic risk factor for AF.,294,False,False,unparsable,False,False,1–2,<= 512 (normal)
65,Are pelvic anatomical structures in danger during arthroscopic acetabular labral repair?,yes,no,False,4.075,8.1768,3.1565,4.1017,"0, 1, or 2.",279,False,False,unparsable,False,False,2–5,<= 512 (normal)
66,Is intraoperative neuromonitoring associated with better functional outcome in patients undergoing open TME?,yes,no,False,7.1341,7.383,6.4042,0.2489,IONM is associated with better urogenital and anorectal functional outcome after open TME.,281,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
67,Profiling quality of care: Is there a role for peer review?,yes,no,False,6.5458,6.9702,2.966,0.4244,"""The quality of care is a function of the quality of care received by the patient.""",374,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
68,Multidisciplinary decisions in breast cancer: does the patient receive what the team has recommended?,yes,no,False,1.5975,7.2298,2.6042,4.6257,The MDT decision was considered 'justifiable' in 94.5% (2956 out of 3230) of cases.,258,False,False,unparsable,False,False,2–5,<= 512 (normal)
69,Are performance measurement systems useful?,yes,no,False,6.6731,8.809,6.0266,2.136,"""the use of PMS is not related to the level of improved processes in health care organizations.""",228,False,False,unparsable,False,False,2–5,<= 512 (normal)
70,The colour of pain: can patients use colour to describe osteoarthritis pain?,yes,no,False,3.3388,5.6454,3.4299,2.2155,The findings of the present study suggest that colour is a useful tool for describing OA pain and that it could be used to communicate pain to healthcare professionals.,324,False,False,unparsable,False,False,2–5,<= 512 (normal)
71,Do mossy fibers release GABA?,yes,no,False,3.0064,4.6167,1.0247,1.6104,GABA release by mossy fibers is a physiologic mechanism that can be modulated by epileptic activity.,280,False,False,unparsable,False,False,1–2,<= 512 (normal)
72,Is severe macrosomia manifested at 11-14 weeks of gestation?,yes,no,False,8.2375,8.608,4.7521,0.3705,"""The fetus is larger than expected"" (i.e., the difference between expected and measured CRL).",297,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
73,Visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?,yes,no,False,4.0549,6.721,2.7971,2.666,"""The slice 3 cm above the lower margin of L3 is the best slice location for measuring VAT area.""",221,False,False,unparsable,False,False,2–5,<= 512 (normal)
74,Is an advance care planning model feasible in community palliative care?,yes,no,False,1.9576,5.1795,2.1059,3.0736,The model is feasible in community palliative care settings and is a useful tool for health service improvement.,271,False,False,unparsable,False,False,2–5,<= 512 (normal)
75,Do cytokines have any role in epilepsy?,yes,no,False,4.2666,9.1513,2.0023,4.8847,"IL-1beta (25% to 12.5%), IL-2 (12.5% to 0%), IL-4 (12.5% to 0",477,False,False,unparsable,False,False,2–5,<= 512 (normal)
76,Is expert breast pathology assessment necessary for the management of ductal carcinoma in situ ?,yes,no,False,4.2597,7.4036,3.2729,3.1438,"in the remaining cases, the change in treatment recommendation was due to the presence of DCIS in the review pathology report.",278,False,False,unparsable,False,False,2–5,<= 512 (normal)
77,Treadmill testing of children who have spina bifida and are ambulatory: does peak oxygen uptake reflect maximum oxygen uptake?,yes,no,False,3.6428,5.5548,3.4689,1.912,(.) Vo (2) peak is a valid measure of (.) Vo (2) max in children who have spina bifida and,404,False,False,unparsable,False,False,1–2,<= 512 (normal)
78,Subclavian steal syndrome: can the blood pressure difference between arms predict the severity of steal?,yes,no,False,4.686,5.6726,2.2362,0.9866,The Doppler waveform type of the vertebral artery is a useful screening tool for the diagnosis of SSS.,361,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
79,Is size-reducing ascending aortoplasty with external reinforcement an option in modern aortic surgery?,yes,no,False,1.1676,6.67,2.3939,4.2761,size-reducing ascending aortoplasty with external reinforcement is a safe and effective procedure in the treatment of ascending aortic aneurysms.,322,False,False,unparsable,False,False,2–5,<= 512 (normal)
80,Is digoxin use for cardiovascular disease associated with risk of prostate cancer?,yes,no,False,6.5257,8.3817,2.4696,1.8559,"OR = 0.31, 95% CI: 0.13-0.75; OR = 0.45, 95% CI: 0.22-0.89; OR = 0.45, 95%",296,False,False,unparsable,False,False,1–2,<= 512 (normal)
81,Screening for gestational diabetes mellitus: are the criteria proposed by the international association of the Diabetes and Pregnancy Study Groups cost-effective?,yes,no,False,5.713,7.1535,1.9183,1.4404,1) The IADPSG criteria are not cost-effective when postdelivery care is not achieved; 2) the IADPSG criteria are not cost,351,False,False,unparsable,False,False,1–2,<= 512 (normal)
82,Does a 4 diagram manual enable laypersons to operate the Laryngeal Mask Supreme®?,yes,no,False,4.8313,7.1717,3.4538,2.3404,"""No.""",385,False,False,no,True,True,2–5,<= 512 (normal)
83,Is laparoscopic reoperation for failed antireflux surgery feasible?,yes,no,False,5.3092,7.7328,3.42,2.4235,laparoscopic reoperation for failed antireflux surgery.,528,False,False,unparsable,False,False,2–5,> 512 (long)
84,The Omega-3 Index: a new risk factor for death from coronary heart disease?,yes,no,False,6.8019,8.9881,6.8038,2.1843,"""The Omega-3 Index is a new risk factor for death from CHD.""",263,False,False,unparsable,False,False,2–5,<= 512 (normal)
85,Do cytokine concentrations in pancreatic juice predict the presence of pancreatic diseases?,yes,no,False,2.976,5.3302,1.5934,2.3542,Interleukin-8 in pancreatic juice is a useful biomarker for the diagnosis of pancreatic diseases.,308,False,False,unparsable,False,False,2–5,<= 512 (normal)
86,Factors determining the survival of nasopharyngeal carcinoma with lung metastasis alone: does combined modality treatment benefit?,yes,no,False,4.0506,6.4741,2.9963,2.4235,"Combined modality treatment might benefit the patients with DFI > 1 year, but not those with DFI ≤ 1 year.",323,False,False,unparsable,False,False,2–5,<= 512 (normal)
87,Is minimally invasive mitral valve repair with artificial chords reproducible and applicable in routine surgery?,yes,no,False,2.984,6.384,2.9857,3.3982,minimally invasive mitral valve repair with artificial chords is a reproducible and effective technique.,326,False,False,unparsable,False,False,2–5,<= 512 (normal)
88,Does receipt of hospice care in nursing homes improve the management of pain at the end of life?,yes,no,False,3.0482,5.1157,1.8491,2.0675,The results suggest that receipt of hospice care in nursing homes may improve the management of pain at the end of life.,474,False,False,unparsable,False,False,2–5,<= 512 (normal)
89,Is intensive chemotherapy safe for rural cancer patients?,yes,no,False,2.2912,8.0398,2.5925,5.4473,the safety of this practice is supported by the results of this study.,319,False,False,unparsable,False,False,> 5 (confident),<= 512 (normal)
90,Is the urinary biomarkers assessment a non-invasive approach to tubular lesions of the solitary kidney?,yes,no,False,6.5422,8.0135,5.0829,1.4714,"NAG (p = 0.001), alpha 1-microglobulin (p = 0.001), and albuminuria (p = 0.001).",373,False,False,unparsable,False,False,1–2,<= 512 (normal)
91,Does open access endoscopy close the door to an adequately informed patient?,yes,no,False,5.6436,6.5344,5.3273,0.8908,Open access endoscopy closes the door to an adequately informed patient.,316,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
92,Do viral infections have a role in benign paroxysmal positional vertigo?,yes,no,False,4.9395,7.0089,3.5927,2.0694,"""The results of this study suggest that viral infections may play a role in the pathogenesis of BPPV.""",232,False,False,unparsable,False,False,2–5,<= 512 (normal)
93,Does reducing spasticity translate into functional benefit?,yes,no,False,4.5878,4.8632,2.87,0.2755,Spasticity and arm function are closely related.,341,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
94,Is the Retromandibular Transparotid Approach a Reliable Option for the Surgical Treatment of Condylar Fractures?,yes,no,False,3.1709,6.5277,2.2547,3.3567,The retromandibular transparotid approach is a reliable option for the surgical treatment of condylar fractures.,252,False,False,unparsable,False,False,2–5,<= 512 (normal)
95,Do ventricular arrhythmias in athletes subside over time?,yes,no,False,2.5488,6.4463,1.3751,3.8975,The exercise test can be a useful tool to detect athletes with ventricular arrhythmias and to identify those who are at risk for sudden death.,318,False,False,unparsable,False,False,2–5,<= 512 (normal)
96,Are complex coronary lesions more frequent in patients with diabetes mellitus?,yes,no,False,3.2511,5.9118,1.0953,2.6607,DM and age are independent predictors for the presence of complex coronary lesions.,351,False,False,unparsable,False,False,2–5,<= 512 (normal)
97,Can dogs prime autistic children for therapy?,yes,yes,True,7.9537,7.4478,3.3492,0.5059,"""The dog was able to prime the child for therapy.""",292,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
98,Quality of life in lung cancer patients: does socioeconomic status matter?,yes,no,False,5.1786,8.1466,3.749,2.9681,the results suggest that socioeconomic status does not influence quality of life in lung cancer patients.,320,False,False,unparsable,False,False,2–5,<= 512 (normal)
99,Is there a model to teach and practice retroperitoneoscopic nephrectomy?,yes,no,False,3.2567,5.5732,1.246,2.3165,"""The model is a good training model for retroperitoneoscopic nephrectomy.""",277,False,False,unparsable,False,False,2–5,<= 512 (normal)
100,Is the type of remission after a major depressive episode an important risk factor to relapses in a 4-year follow up?,yes,no,False,3.6953,4.7488,3.1328,1.0535,"""The type of remission after a major depressive episode is an important risk factor to relapses in a 4-year follow-up.""",249,False,False,unparsable,False,False,1–2,<= 512 (normal)
101,Implementation of epidural analgesia for labor: is the standard of effective analgesia reachable in all women?,yes,no,False,6.5499,8.44,6.04,1.8901,"""don't know.""",321,False,False,no,True,True,1–2,<= 512 (normal)
102,Longer term quality of life and outcome in stroke patients: is the Barthel index alone an adequate measure of outcome?,yes,no,False,4.6527,7.7327,3.0417,3.08,The Barthel index alone is not a good measure of outcome in stroke patients.,383,False,False,unparsable,False,False,2–5,<= 512 (normal)
103,Does a special interest in laparoscopy affect the treatment of acute cholecystitis?,yes,no,False,4.2227,5.044,2.3217,0.8213,The results of this study suggest that the treatment of patients with AC is improved under the care of laparoscopic specialists.,340,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
104,Do older adults with cancer fall more often?,yes,no,False,3.7172,4.6338,1.9125,0.9166,Older adults with cancer are more likely to fall than those without cancer.,283,False,True,unparsable,False,False,< 1 (uncertain),<= 512 (normal)
105,Two-year follow-up survey of patients with allergic contact dermatitis from an occupational cohort: is the prognosis dependent on the omnipresence of the allergen?,yes,no,False,3.5605,7.0559,1.3955,3.4954,The prognosis for occupational contact dermatitis is not dependent on the presence of the allergen.,293,False,False,no,True,True,2–5,<= 512 (normal)
106,Is there a favorable subset of patients with prostate cancer who develop oligometastases?,yes,no,False,4.8796,6.7287,4.2514,1.8491,The results of this study suggest that patients with < or = 5 metastatic lesions have a better prognosis than patients with > 5 metastatic lesions.,446,False,False,unparsable,False,False,1–2,<= 512 (normal)
107,Does radiotherapy around the time of pregnancy for Hodgkin's disease modify the risk of breast cancer?,yes,no,False,2.912,5.2109,1.4418,2.2989,The risk of breast cancer is increased among women treated with RT around the time of pregnancy for Hodgkin's disease.,372,False,False,unparsable,False,False,2–5,<= 512 (normal)
108,Does left atrial appendage (LAA) occlusion device alter the echocardiography and electrocardiogram parameters in patients with atrial fibrillation?,yes,no,False,5.721,7.8313,6.6416,1.1896,the difference was statistically significant (P < 0.05).,281,False,False,unparsable,False,False,1–2,<= 512 (normal)
109,Is non-invasive diagnosis of esophageal varices in patients with compensated hepatic cirrhosis possible by duplex Doppler ultrasonography?,yes,no,False,3.4329,7.1687,2.7506,3.7358,"""If the patient has a SPI ≥ 5.0, then the patient has no varices, then screening endoscopy is not necessary.""",440,False,False,unparsable,False,False,2–5,<= 512 (normal)
